cavitynest_interactor,Region,recorder,InteractionPairs_entry,BOW_citation,Genus,Species,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,BBS_Seq,BBS_AOU2023,new_in_2023BBS_specieslist,SpeciesList,notes
tertiary,CONUS & Canada,EP,12/5/2022,"Gee, J. M., D. E. Brown, J. C. Hagelin, M. Taylor, and J. Galloway (2020). Gambel's Quail (Callipepla gambelii), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.gamqua.01",Callipepla,gambelii,Gambel's Quail,Colin de Gambel,Callipepla gambelii,Galliformes,Odontophoridae,96,2950,,BBS2022,
tertiary,CONUS & Canada,EP,12/6/2022,"Stromberg, M. R., A. B. Montoya, and D. Holdermann (2020). Montezuma Quail (Cyrtonyx montezumae), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.monqua.01",Cyrtonyx,montezumae,Montezuma Quail,Colin arlequin,Cyrtonyx montezumae,Galliformes,Odontophoridae,97,2960,,BBS2022,
tertiary,CONUS & Canada,EP,12/5/2022,"Christensen, G. C. (2020). Chukar (Alectoris chukar), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.chukar.01",Alectoris,chukar,Chukar,Perdrix choukar,Alectoris chukar,Galliformes,Phasianidae,101,2882,,BBS2022,
tertiary,CONUS & Canada,EP,12/6/2022,"Carroll, J. P., P. J. K. McGowan, and G. M. Kirwan (2020). Gray Partridge (Perdix perdix), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grypar.01",Perdix,perdix,Gray Partridge,Perdrix grise,Perdix perdix,Galliformes,Phasianidae,104,2881,,BBS2022,
tertiary,CONUS & Canada,EP,12/6/2022,"Giudice, J. H., J. T. Ratti, and S. G. Mlodinow (2022). Ring-necked Pheasant (Phasianus colchicus), version 1.1. In Birds of the World (N. D. Sly, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rinphe1.01.1",Phasianus,colchicus,Ring-necked Pheasant,Faisan de Colchide,Phasianus colchicus,Galliformes,Phasianidae,105,3091,,BBS2022,
,CONUS & Canada,EH,11/9/2023,"Kannan, R. and D. A. James (2020). Indian Peafowl (Pavo cristatus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.compea.01",Pavo,cristatus,Indian Peafowl,Paon bleu,Pavo cristatus,Galliformes,Phasianidae,106,3095,,BBS2022,
tertiary,CONUS & Canada,EP,12/5/2022,"Rusch, D. H., S. Destefano, M. C. Reynolds, and D. Lauten (2020). Ruffed Grouse (Bonasa umbellus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rufgro.01",Bonasa,umbellus,Ruffed Grouse,Gélinotte huppée,Bonasa umbellus,Galliformes,Phasianidae,107,3000,,BBS2022,
tertiary,CONUS & Canada,GD,9/11/2023-9/15/2023,"Schroeder, M. A., J. R. Young, and C. E. Braun (2020). Greater Sage-Grouse (Centrocercus urophasianus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.saggro.01 ",Centrocercus,urophasianus,Greater Sage-Grouse,Tétras des armoises,Centrocercus urophasianus,Galliformes,Phasianidae,108,3090,,BBS2022,
,CONUS & Canada,IH ,11/14/2023-11/15/2023,"Young, J. R., C. E. Braun, S. J. Oyler-McCance, C. L. Aldridge, P. A. Magee, and M. A. Schroeder (2020). Gunnison Sage-Grouse (Centrocercus minimus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.gusgro.01",Centrocercus,minimus,Gunnison Sage-Grouse,Tétras du Gunnison,Centrocercus minimus,Galliformes,Phasianidae,109,3089,,BBS2022,
tertiary,CONUS & Canada,EP,12/7/2022,"Schroeder, M. A., E. J. Blomberg, D. A. Boag, P. Pyle, and M. A. Patten (2021). Spruce Grouse (Canachites canadensis), version 1.1. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.sprgro.01.1",Canachites,canadensis,Spruce Grouse,Tétras du Canada,Canachites canadensis,Galliformes,Phasianidae,110,2980,,BBS2022,
tertiary,CONUS & Canada,EP,12/8/2022,"Hannon, S. J., P. K. Eason, and K. Martin (2020). Willow Ptarmigan (Lagopus lagopus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wilpta.01",Lagopus,lagopus,Willow Ptarmigan,Lagopède des saules,Lagopus lagopus,Galliformes,Phasianidae,111,3010,,BBS2022,
tertiary,CONUS & Canada,EP,12/8/2022,"Montgomerie, R. and K. Holder (2020). Rock Ptarmigan (Lagopus muta), version 1.0. In Birds of the World (S. M. Billerman, B. K. Keeney, P. G. Rodewald, and T. S. Schulenberg, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rocpta1.01",Lagopus,muta,Rock Ptarmigan,Lagopède alpin,Lagopus muta,Galliformes,Phasianidae,112,3020,,BBS2022,
,CONUS & Canada,EH,11/10/2023,"Martin, K., L. A. Robb, S. Wilson, and C. E. Braun (2020). White-tailed Ptarmigan (Lagopus leucura), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whtpta1.01",Lagopus,leucura,White-tailed Ptarmigan,Lagopède à queue blanche,Lagopus leucura,Galliformes,Phasianidae,113,3040,,BBS2022,
tertiary,CONUS & Canada,JF,9/23/22,"Zwickel, F. C. and J. F. Bendell (2020). Dusky Grouse (Dendragapus obscurus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.dusgro.01",Dendragapus,obscurus,Dusky Grouse,Tétras sombre,Dendragapus obscurus,Galliformes,Phasianidae,114,2970,,BBS2022,
tertiary,CONUS & Canada,JF,9/23/22,"Zwickel, F. C. and J. F. Bendell (2020). Dusky Grouse (Dendragapus obscurus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.dusgro.01",Dendragapus,obscurus,Blue Grouse,,Dendragapus obscurus,,,,,,BBS2022,
quaternary,CONUS & Canada,CR,9/25/2023,"Zwickel, F. C. and J. F. Bendell (2020). Sooty Grouse (Dendragapus fuliginosus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.soogro1.01",Dendragapus,fuliginosus,Sooty Grouse,Tétras fuligineux,Dendragapus fuliginosus,Galliformes,Phasianidae,115,2971,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Dendragapus,obscurus / fuliginosus,unid. Dusky Grouse / Sooty Grouse,unid Tétras sombre / Tétras fuligineux,Dendragapus obscurus / fuliginosus,Galliformes,Phasianidae,116,2973,,BBS2022,
tertiary,CONUS & Canada,EP,12/9/2022,"Connelly, J. W., M. W. Gratson, and K. P. Reese (2020). Sharp-tailed Grouse (Tympanuchus phasianellus), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.shtgro.01",Tympanuchus,phasianellus,Sharp-tailed Grouse,Tétras à queue fine,Tympanuchus phasianellus,Galliformes,Phasianidae,117,3080,,BBS2022,
tertiary,CONUS & Canada,EP,12/9/2022,"Johnson, J. A., M. A. Schroeder, and L. A. Robb (2020). Greater Prairie-Chicken (Tympanuchus cupido), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grpchi.01",Tympanuchus,cupido,Greater Prairie-Chicken,Tétras des prairies,Tympanuchus cupido,Galliformes,Phasianidae,118,3050,,BBS2022,
tertiary,CONUS & Canada,EP,12/9/2022,"Hagen, C. A. and K. M. Giesen (2020). Lesser Prairie-Chicken (Tympanuchus pallidicinctus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.lepchi.01",Tympanuchus,pallidicinctus,Lesser Prairie-Chicken,Tétras pâle,Tympanuchus pallidicinctus,Galliformes,Phasianidae,119,3070,,BBS2022,
tertiary,CONUS & Canada,EP,11/18/2022,"McRoberts, J. T., M. C. Wallace, and S. W. Eaton (2020). Wild Turkey (Meleagris gallopavo), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wiltur.01",Meleagris,gallopavo,Wild Turkey,Dindon sauvage,Meleagris gallopavo,Galliformes,Phasianidae,120,3100,,BBS2022,
quaternary,CONUS & Canada,IH ,9/28/2023,"Storer, R. W. (2020). Least Grebe (Tachybaptus dominicus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.leagre.01",Tachybaptus,dominicus,Least Grebe,Grèbe minime,Tachybaptus dominicus,Podicipediformes,Podicipedidae,123,50,,BBS2022,
tertiary,CONUS & Canada,EP,11/18/2022,"Muller, M. J. and R. W. Storer (2020). Pied-billed Grebe (Podilymbus podiceps), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.pibgre.01",Podilymbus,podiceps,Pied-billed Grebe,Grèbe à bec bigarré,Podilymbus podiceps,Podicipediformes,Podicipedidae,124,60,,BBS2022,
quaternary,CONUS & Canada,CR,9/25/2023,"Stedman, S. J. (2020). Horned Grebe (Podiceps auritus), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.horgre.01",Podiceps,auritus,Horned Grebe,Grèbe esclavon,Podiceps auritus,Podicipediformes,Podicipedidae,125,30,,BBS2022,
tertiary,CONUS & Canada,EP,12/5/2022,"Stout, B. E. and G. L. Nuechterlein (2020). Red-necked Grebe (Podiceps grisegena), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rengre.01",Podiceps,grisegena,Red-necked Grebe,Grèbe jougris,Podiceps grisegena,Podicipediformes,Podicipedidae,126,20,,BBS2022,
tertiary,CONUS & Canada,EP,12/9/2022,"Cullen, S. A., J. R. Jehl Jr., and G. L. Nuechterlein (2020). Eared Grebe (Podiceps nigricollis), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.eargre.01",Podiceps,nigricollis,Eared Grebe,Grèbe à cou noir,Podiceps nigricollis,Podicipediformes,Podicipedidae,127,40,,BBS2022,
quaternary,CONUS & Canada,IH ,9/28/2023-10/4/2023,"LaPorte, N., R. W. Storer, and G. L. Nuechterlein (2020). Western Grebe (Aechmophorus occidentalis), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.wesgre.01",Aechmophorus,occidentalis,Western Grebe,Grèbe élégant,Aechmophorus occidentalis,Podicipediformes,Podicipedidae,128,10,,BBS2022,
,CONUS & Canada,IH ,11/14/2023-11/15/2023,"LaPorte, N., R. W. Storer, and G. L. Nuechterlein (2020). Clark's Grebe (Aechmophorus clarkii), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.clagre.01",Aechmophorus,clarkii,Clark's Grebe,Grèbe à face blanche,Aechmophorus clarkii,Podicipediformes,Podicipedidae,129,11,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Aechmophorus,occidentalis / clarkii,unid. Western Grebe / Clark's Grebe,unid Grèbe élégant / Grèbe à face blanche,Aechmophorus occidentalis / clarkii,Podicipediformes,Podicipedidae,130,12,,BBS2022,
tertiary,CONUS & Canada,EP,12/12/2022,"Lowther, P. E. and R. F. Johnston (2020). Rock Pigeon (Columba livia), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rocpig.01",Columba,livia,Rock Pigeon,Pigeon biset,Columba livia,Columbiformes,Columbidae,131,3131,,BBS2022,
,CONUS & Canada,IH ,11/14/2023-11/15/2023,"Bancroft, G. T. and R. Bowman (2020). White-crowned Pigeon (Patagioenas leucocephala), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whcpig2.01",Patagioenas,leucocephala,White-crowned Pigeon,Pigeon à couronne blanche,Patagioenas leucocephala,Columbiformes,Columbidae,135,3140,,BBS2022,
tertiary (co-occur),CONUS & Canada,EP,2/13/2023,"Lowther, P. E., J. Breeden, and J. C. Eitniear (2020). Red-billed Pigeon (Patagioenas flavirostris), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rebpig1.01",Patagioenas,flavirostris,Red-billed Pigeon,Pigeon à bec rouge,Patagioenas flavirostris,Columbiformes,Columbidae,136,3130,,BBS2022,
secondary,CONUS & Canada,EP,12/12/2022,"Keppie, D. M. and C. E. Braun (2020). Band-tailed Pigeon (Patagioenas fasciata), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.batpig1.01",Patagioenas,fasciata,Band-tailed Pigeon,Pigeon à queue barrée,Patagioenas fasciata,Columbiformes,Columbidae,137,3120,,BBS2022,
quaternary,CONUS & Canada,IH ,10/6/2023,"Baptista, L. F., P. W. Trail, H. M. Horblit, P. F. D. Boesman, and E. F. J. Garcia (2020). African Collared-Dove (Streptopelia roseogrisea), version 1.0. In Birds of the World (J. del Hoyo, A. Elliott, J. Sargatal, D. A. Christie, and E. de Juana, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.afcdov1.01",Streptopelia,roseogrisea,African Collared-Dove (a.k.a. Ringed Turtle-Dove),Tourterelle rieuse,Streptopelia roseogrisea,Columbiformes,Columbidae,140,3152,,BBS2022,
tertiary,CONUS & Canada,EP,12/12/2022,"Romagosa, C. M. and S. G. Mlodinow (2022). Eurasian Collared-Dove (Streptopelia decaocto), version 1.1. In Birds of the World (P. Pyle, P. G. Rodewald, and S. M. Billerman, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.eucdov.01.1",Streptopelia,decaocto,Eurasian Collared-Dove,Tourterelle turque,Streptopelia decaocto,Columbiformes,Columbidae,142,22860,,BBS2022,
tertiary,CONUS & Canada,EP,12/12/2022,"Garrett, K. L. and R. L. Walker (2022). Spotted Dove (Spilopelia chinensis), version 1.1. In Birds of the World (N. D. Sly, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.spodov.01.1",Streptopelia,chinensis,Spotted Dove,Tourterelle tigrine,Streptopelia chinensis,Columbiformes,Columbidae,143,3151,,BBS2022,
tertiary,CONUS & Canada,EP,4/2/2019; checked 9/20/2022,"Mueller, A. J. (2020). Inca Dove (Columbina inca), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.incdov.01",Columbina,inca,Inca Dove,Colombe inca,Columbina inca,Columbiformes,Columbidae,144,3210,,BBS2022,
tertiary,CONUS & Canada,EP,12/12/2022,"Bowman, R. (2020). Common Ground Dove (Columbina passerina), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.cogdov.01",Columbina,passerina,Common Ground Dove,Colombe à queue noire,Columbina passerina,Columbiformes,Columbidae,145,3200,,BBS2022,
tertiary,CONUS & Canada,EP,12/12/2022,"Hart, J. A. (2020). Ruddy Ground Dove (Columbina talpacoti), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.rugdov.01",Columbina,talpacoti,Ruddy Ground Dove,Colombe rousse,Columbina talpacoti,Columbiformes,Columbidae,147,3201,,BBS2022,
,CONUS & Canada,IH ,11/15/2023,"Giese, J. C., K. M. Hogan, and H. A. Mathewson (2020). White-tipped Dove (Leptotila verreauxi), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whtdov.01",Leptotila,verreauxi,White-tipped Dove,Colombe de Verreaux,Leptotila verreauxi,Columbiformes,Columbidae,152,3180,,BBS2022,
secondary,CONUS & Canada,"MB, EP","4/9/2019, checked 6/20/2022","Schwertner, T. W., H. A. Mathewson, J. A. Roberson, and G. L. Waggerman (2020). White-winged Dove (Zenaida asiatica), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.whwdov.01",Zenaida,asiatica,White-winged Dove,Tourterelle à ailes blanches,Zenaida asiatica,Columbiformes,Columbidae,158,3190,,BBS2022,
secondary,CONUS & Canada,EP,4/3/2022,"Otis, D. L., J. H. Schulz, D. Miller, R. E. Mirarchi, and T. S. Baskett (2020). Mourning Dove (Zenaida macroura), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.moudov.01",Zenaida,macroura,Mourning Dove,Tourterelle triste,Zenaida macroura,Columbiformes,Columbidae,160,3160,,BBS2022,
tertiary,CONUS & Canada,EP,12/14/2022,"Quinn, J. S. and J. M. Startek-Foote (2020). Smooth-billed Ani (Crotophaga ani), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.smbani.01",Crotophaga,ani,Smooth-billed Ani,Ani à bec lisse,Crotophaga ani,Cuculiformes,Cuculidae,162,3830,,BBS2022,
tertiary,CONUS & Canada,EP,12/14/2022,"Bowen, B. S. (2020). Groove-billed Ani (Crotophaga sulcirostris), version 1.0. In Birds of the World (A. F. Poole and F. B. Gill, Editors). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.grbani.01",Crotophaga,sulcirostris,Groove-billed Ani,Ani à bec cannelé,Crotophaga sulcirostris,Cuculiformes,Cuculidae,163,3840,,BBS2022,
tertiary,CONUS & Canada,EP,12/14/2022,"Hughes, J. M. (2020). Greater Roadrunner (Geococcyx californianus), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.greroa.01",Geococcyx,californianus,Greater Roadrunner,Grand Géocoucou,Geococcyx californianus,Cuculiformes,Cuculidae,168,3850,,BBS2022,
tertiary,CONUS & Canada,EP,4/9/2019; checked 9/22/2022,"Hughes, J. M. (2020). Yellow-billed Cuckoo (Coccyzus americanus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.yebcuc.01",Coccyzus,americanus,Yellow-billed Cuckoo,Coulicou à bec jaune,Coccyzus americanus,Cuculiformes,Cuculidae,173,3870,,BBS2022,
quaternary,CONUS & Canada,CR,9/26/2023-9/29/2023,"Hughes, J. M. (2020). Mangrove Cuckoo (Coccyzus minor), version 1.0. In Birds of the World (S. M. Billerman, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.mancuc.01",Coccyzus,minor,Mangrove Cuckoo,Coulicou manioc,Coccyzus minor,Cuculiformes,Cuculidae,174,3860,,BBS2022,
tertiary,CONUS & Canada,EP,4/9/2019; checked 9/22/2022,"Hughes, J. M. (2020). Black-billed Cuckoo (Coccyzus erythropthalmus), version 1.0. In Birds of the World (P. G. Rodewald, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.bkbcuc.01",Coccyzus,erythropthalmus,Black-billed Cuckoo,Coulicou à bec noir,Coccyzus erythropthalmus,Cuculiformes,Cuculidae,175,3880,,BBS2022,
,CONUS & Canada,,N/A; unidentified species,,Coccyzus,americanus / erythropthalmus,unid. Yellow-billed Cuckoo / Black-billed Cuckoo,unid Coulicou à bec jaune / Coulicou à bec noir,Coccyzus americanus / erythropthalmus,Cuculiformes,Cuculidae,176,3875,,BBS2022,
tertiary,CONUS & Canada,EP,4/23/2019; checked 9/22/2022,"Latta, S. C. and M. E. Baltz (2020). Lesser Nighthawk (Chordeiles acutipennis), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.lesnig.01",Chordeiles,acutipennis,Lesser Nighthawk,Engoulevent minime,Chordeiles acutipennis,Caprimulgiformes,Caprimulgidae,178,4210,,BBS2022,
tertiary,CONUS & Canada,EP,12/14/2022,"Brigham, R. M., J. Ng, R. G. Poulin, and S. D. Grindal (2020). Common Nighthawk (Chordeiles minor), version 1.0. In Birds of the World (A. F. Poole, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy1.cl.msu.edu/10.2173/bow.comnig.01",Chordeiles,minor,Common Nighthawk,Engoulevent d'Amérique,Chordeiles minor,Caprimulgiformes,Caprimulgidae,179,4200,,BBS2022,
