scientific_name,common_name,scientific_name_avibase8.17,common_name_avibase8.17,order_avibase8.17,family_avibase8.17,status_CA_avibase8.17,status_NAM_avibase8.17,status_NaN_avibase8.17,status_US48_avibase8.17,status_USak_avibase8.17,regions_avibase8.17,in_avibase8.17,AOU_bbs2024,common_name_bbs2024,order_bbs2024,family_bbs2024,scientific_name_bbs2024,in_bbs2024,common_name_clements2024,scientific_name_clements2024,region_clements2024,family_clements2024,order_clements2024,in_clements2024,status_CA_US48_USak,L1_ca.conus.data,AOU_bbs2024.combo,scientific_name_clements2024.combo,common_name_clements2024.combo
Coccothraustes vespertinus,Evening Grosbeak,Coccothraustes vespertinus,Evening Grosbeak,PASSERIFORMES,Fringillidae,Vulnerable,Vulnerable,NA,Vulnerable,Rare/Accidental Vulnerable,CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,5140,Evening Grosbeak,Passeriformes,Fringillidae,Coccothraustes vespertinus,yes,Evening Grosbeak,Coccothraustes vespertinus,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Vulnerable; Vulnerable; Rare/Accidental Vulnerable,yes,5140,Coccothraustes vespertinus,Evening Grosbeak
Coccyzus americanus,Yellow-billed Cuckoo,Coccyzus americanus,Yellow-billed Cuckoo,CUCULIFORMES,Cuculidae,NA,NA,NA,NA,Rare/Accidental,AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,3870,Yellow-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus americanus,yes,Yellow-billed Cuckoo,Coccyzus americanus,Canada to Mexico and West Indies; winters to northern Argentina,Cuculidae (Cuckoos),Cuculiformes,yes,Rare/Accidental,yes,3870,Coccyzus americanus,Yellow-billed Cuckoo
Coccyzus americanus/erythropthalmus,Yellow-billed/Black-billed Cuckoo; unid. Yellow-billed Cuckoo/Black-billed Cuckoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,3875,unid. Yellow-billed Cuckoo / Black-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus americanus / erythropthalmus,yes,Yellow-billed/Black-billed Cuckoo,Coccyzus americanus/erythropthalmus,NA,Cuculidae (Cuckoos),Cuculiformes,yes,NA,yes,3875,Coccyzus americanus/erythropthalmus,Yellow-billed/Black-billed Cuckoo
Coccyzus erythropthalmus,Black-billed Cuckoo,Coccyzus erythropthalmus,Black-billed Cuckoo,CUCULIFORMES,Cuculidae,NA,NA,NA,NA,NA,CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; TT; US48,yes,3880,Black-billed Cuckoo,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,yes,Black-billed Cuckoo,Coccyzus erythropthalmus,breeds eastern North America; winters to Bolivia,Cuculidae (Cuckoos),Cuculiformes,yes,NA,yes,3880,Coccyzus erythropthalmus,Black-billed Cuckoo
Coccyzus minor,Mangrove Cuckoo,Coccyzus minor,Mangrove Cuckoo,CUCULIFORMES,Cuculidae,NA,NA,NA,NA,NA,CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; TT; US48,yes,3860,Mangrove Cuckoo,Cuculiformes,Cuculidae,Coccyzus minor,yes,Mangrove Cuckoo,Coccyzus minor,locally from southern Florida to coastal northern Brazil,Cuculidae (Cuckoos),Cuculiformes,yes,NA,yes,3860,Coccyzus minor,Mangrove Cuckoo
Colaptes auratus,Northern Flicker; (unid. Red/Yellow Shafted) Northern Flicker,Colaptes auratus,Northern Flicker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,4123,(unid. Red / Yellow Shafted) Northern Flicker,Piciformes,Picidae,Colaptes auratus,yes,Northern Flicker,Colaptes auratus,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,34120,Colaptes auratus,Northern Flicker
Colaptes auratus auratus,(Yellow-shafted Flicker) Northern Flicker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4120,(Yellow-shafted Flicker) Northern Flicker,Piciformes,Picidae,Colaptes auratus auratus,yes,NA,Colaptes auratus auratus,southeastern USA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,34120,Colaptes auratus,Northern Flicker
Colaptes auratus cafer,(Red-shafted Flicker) Northern Flicker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4130,(Red-shafted Flicker) Northern Flicker,Piciformes,Picidae,Colaptes auratus cafer,yes,NA,Colaptes auratus cafer,southern Alaska and British Columbia to northern California,Picidae (Woodpeckers),Piciformes,yes,NA,yes,34120,Colaptes auratus,Northern Flicker
Colaptes auratus luteus x cafer; Colaptes auratus auratus x auratus cafer,Northern Flicker (Yellow-shafted x Red-shafted); hybrid Northern Flicker (Red x Yellow-shafted),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4125,hybrid Northern Flicker (Red x Yellow-shafted),Piciformes,Picidae,Colaptes auratus auratus x auratus cafer,yes,Northern Flicker (Yellow-shafted x Red-shafted),Colaptes auratus luteus x cafer,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,34120,Colaptes auratus,Northern Flicker
Colaptes chrysoides,Gilded Flicker,Colaptes chrysoides,Gilded Flicker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,4140,Gilded Flicker,Piciformes,Picidae,Colaptes chrysoides,yes,Gilded Flicker,Colaptes chrysoides,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,4140,Colaptes chrysoides,Gilded Flicker
Colinus virginianus,Northern Bobwhite,Colinus virginianus,Northern Bobwhite,GALLIFORMES,Odontophoridae,Near-threatened,Near-threatened,NA,Near-threatened,NA,AUS; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; pal; US48,yes,2890,Northern Bobwhite,Galliformes,Odontophoridae,Colinus virginianus,yes,Northern Bobwhite,Colinus virginianus,NA,Odontophoridae (New World Quail),Galliformes,yes,Near-threatened; Near-threatened,yes,2890,Colinus virginianus,Northern Bobwhite
Columba livia,Rock Pigeon,Columba livia,Rock Pigeon,COLUMBIFORMES,Columbidae,Introduced species,Introduced species,Introduced species,Introduced species,Introduced species,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,3131,Rock Pigeon,Columbiformes,Columbidae,Columba livia,yes,Rock Pigeon,Columba livia,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Introduced species; Introduced species; Introduced species,yes,3131,Columba livia,Rock Pigeon
Columbina inca,Inca Dove,Columbina inca,Inca Dove,COLUMBIFORMES,Columbidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,3210,Inca Dove,Columbiformes,Columbidae,Columbina inca,yes,Inca Dove,Columbina inca,semiarid southwestern USA to northwestern Costa Rica,Columbidae (Pigeons and Doves),Columbiformes,yes,Rare/Accidental,yes,3210,Columbina inca,Inca Dove
Columbina passerina,Common Ground Dove,Columbina passerina,Common Ground Dove,COLUMBIFORMES,Columbidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; TT; US48,yes,3200,Common Ground Dove,Columbiformes,Columbidae,Columbina passerina,yes,Common Ground Dove,Columbina passerina,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Rare/Accidental,yes,3200,Columbina passerina,Common Ground Dove
Columbina talpacoti,Ruddy Ground Dove,Columbina talpacoti,Ruddy Ground Dove,COLUMBIFORMES,Columbidae,NA,NA,NA,Rare/Accidental,NA,CAM; hol; NAM; NaN; nea; SAM; TT; US48,yes,3201,Ruddy Ground Dove,Columbiformes,Columbidae,Columbina talpacoti,yes,Ruddy Ground Dove,Columbina talpacoti,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Rare/Accidental,yes,3201,Columbina talpacoti,Ruddy Ground Dove
Contopus cooperi,Olive-sided Flycatcher,Contopus cooperi,Olive-sided Flycatcher,PASSERIFORMES,Tyrannidae,Near-threatened,Near-threatened,Rare/Accidental Near-threatened,Near-threatened,Near-threatened,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak,yes,4590,Olive-sided Flycatcher,Passeriformes,Tyrannidae,Contopus cooperi,yes,Olive-sided Flycatcher,Contopus cooperi,breeds temperate North America; winters southward to Bolivia,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Near-threatened; Near-threatened; Near-threatened,yes,4590,Contopus cooperi,Olive-sided Flycatcher
Contopus pertinax,Greater Pewee,Contopus pertinax,Greater Pewee,PASSERIFORMES,Tyrannidae,NA,NA,NA,Rare/Accidental,NA,CAM; hol; NAM; nea; US48,yes,4600,Greater Pewee,Passeriformes,Tyrannidae,Contopus pertinax,yes,Greater Pewee,Contopus pertinax,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental,yes,4600,Contopus pertinax,Greater Pewee
Contopus sordidulus,Western Wood-Pewee,Contopus sordidulus,Western Wood-Pewee,PASSERIFORMES,Tyrannidae,NA,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; NaN; nea; SAM; US48; USak,yes,4620,Western Wood-Pewee,Passeriformes,Tyrannidae,Contopus sordidulus,yes,Western Wood-Pewee,Contopus sordidulus,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,NA,yes,4620,Contopus sordidulus,Western Wood-Pewee
Contopus virens,Eastern Wood-Pewee,Contopus virens,Eastern Wood-Pewee,PASSERIFORMES,Tyrannidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX,yes,4610,Eastern Wood-Pewee,Passeriformes,Tyrannidae,Contopus virens,yes,Eastern Wood-Pewee,Contopus virens,breeds eastern North America; winters to northern Bolivia and western Brazil,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental,yes,4610,Contopus virens,Eastern Wood-Pewee
Coragyps atratus,Black Vulture,Coragyps atratus,Black Vulture,CATHARTIFORMES,Cathartidae,Rare/Accidental,NA,Rare/Accidental,NA,NA,CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48,yes,3260,Black Vulture,Cathartiformes,Cathartidae,Coragyps atratus,yes,Black Vulture,Coragyps atratus,NA,Cathartidae (New World Vultures),Cathartiformes,yes,Rare/Accidental,yes,3260,Coragyps atratus,Black Vulture
Corthylio calendula,Ruby-crowned Kinglet,Corthylio calendula,Ruby-crowned Kinglet,PASSERIFORMES,Regulidae,NA,NA,NA,NA,NA,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,7490,Ruby-crowned Kinglet,Passeriformes,Regulidae,Corthylio calendula,yes,Ruby-crowned Kinglet,Corthylio calendula,NA,Regulidae (Kinglets),Passeriformes,yes,NA,yes,7490,Corthylio calendula,Ruby-crowned Kinglet
Corvus brachyrhynchos,American Crow,Corvus brachyrhynchos,American Crow,PASSERIFORMES,Corvidae,NA,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; nea; US48; USak,yes,4880,American Crow,Passeriformes,Corvidae,Corvus brachyrhynchos,yes,American Crow,Corvus brachyrhynchos,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,NA,yes,34880,Corvus brachyrhynchos,American Crow
Corvus brachyrhynchos/caurinus,unid. American Crow/Northwestern Crow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4882,unid. American Crow / Northwestern Crow,Passeriformes,Corvidae,Corvus brachyrhynchos / caurinus,yes,American Crow,Corvus brachyrhynchos,NA,NA,NA,no,NA,yes,34880,Corvus brachyrhynchos,American Crow
Corvus brachyrhynchos/ossifragus,American/Fish Crow; unid. American Crow/Fish Crow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4881,unid. American Crow / Fish Crow,Passeriformes,Corvidae,Corvus brachyrhynchos / ossifragus,yes,American/Fish Crow,Corvus brachyrhynchos/ossifragus,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,NA,yes,4881,Corvus brachyrhynchos/ossifragus,American/Fish Crow
Corvus caurinus,Northwestern Crow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4890,Northwestern Crow,Passeriformes,Corvidae,Corvus caurinus,yes,American Crow,Corvus brachyrhynchos caurinus,NA,NA,NA,no,NA,yes,34880,Corvus brachyrhynchos,American Crow
Corvus corax,Common Raven,Corvus corax,Common Raven,PASSERIFORMES,Corvidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak; UShi,yes,4860,Common Raven,Passeriformes,Corvidae,Corvus corax,yes,Common Raven,Corvus corax,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,NA,yes,4860,Corvus corax,Common Raven
Corvus cryptoleucus,Chihuahuan Raven,Corvus cryptoleucus,Chihuahuan Raven,PASSERIFORMES,Corvidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,4870,Chihuahuan Raven,Passeriformes,Corvidae,Corvus cryptoleucus,yes,Chihuahuan Raven,Corvus cryptoleucus,arid southwestern USA to central Mexico,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Rare/Accidental,yes,4870,Corvus cryptoleucus,Chihuahuan Raven
Corvus cryptoleucus/corax,unid. Chihuahuan Raven/Common Raven,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4865,unid. Chihuahuan Raven / Common Raven,Passeriformes,Corvidae,Corvus cryptoleucus / corax,yes,NA,NA,NA,NA,NA,no,NA,yes,4865,NA,NA
Corvus imparatus,Tamaulipas Crow,Corvus imparatus,Tamaulipas Crow,PASSERIFORMES,Corvidae,NA,NA,NA,Rare/Accidental,NA,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Tamaulipas Crow,Corvus imparatus,southern Texas (lower Río Grande Valley) to southeastern Mexico (northern Veracruz),"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Rare/Accidental,yes,NA,Corvus imparatus,Tamaulipas Crow
Corvus ossifragus,Fish Crow,Corvus ossifragus,Fish Crow,PASSERIFORMES,Corvidae,Rare/Accidental,NA,NA,NA,NA,CA; CAR; hol; NAM; nea; US48,yes,4900,Fish Crow,Passeriformes,Corvidae,Corvus ossifragus,yes,Fish Crow,Corvus ossifragus,eastern USA (New England to eastern Texas),"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Rare/Accidental,yes,4900,Corvus ossifragus,Fish Crow
Coturnicops noveboracensis,Yellow Rail,Coturnicops noveboracensis,Yellow Rail,GRUIFORMES,Rallidae,NA,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; nea; US48,yes,2150,Yellow Rail,Gruiformes,Rallidae,Coturnicops noveboracensis,yes,Yellow Rail,Coturnicops noveboracensis,NA,"Rallidae (Rails, Gallinules, and Coots)",Gruiformes,yes,NA,yes,2150,Coturnicops noveboracensis,Yellow Rail
Crotophaga ani,Smooth-billed Ani,Crotophaga ani,Smooth-billed Ani,CUCULIFORMES,Cuculidae,NA,NA,Rare/Accidental,NA,NA,CAM; CAR; hol; NAM; NaN; nea; OCE; PAC; SAM; TT; US48,yes,3830,Smooth-billed Ani,Cuculiformes,Cuculidae,Crotophaga ani,yes,Smooth-billed Ani,Crotophaga ani,"West Indies, southeastern Mexico (Quintana Roo) and Costa Rica southward to western Ecuador and northern Argentina, also Galapagos (introduced); formerly southeastern USA (Florida, where now rare)",Cuculidae (Cuckoos),Cuculiformes,yes,NA,yes,3830,Crotophaga ani,Smooth-billed Ani
Crotophaga sulcirostris,Groove-billed Ani,Crotophaga sulcirostris,Groove-billed Ani,CUCULIFORMES,Cuculidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; hol; NAM; NaN; nea; SAM; US48,yes,3840,Groove-billed Ani,Cuculiformes,Cuculidae,Crotophaga sulcirostris,yes,Groove-billed Ani,Crotophaga sulcirostris,southern Baja California; southern Texas through Central and South America (including Curaçao and Trinidad) to northern Chile and northern Argentina,Cuculidae (Cuckoos),Cuculiformes,yes,Rare/Accidental,yes,3840,Crotophaga sulcirostris,Groove-billed Ani
Cyanocitta cristata,Blue Jay,Cyanocitta cristata,Blue Jay,PASSERIFORMES,Corvidae,NA,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; nea; pal; US48,yes,4770,Blue Jay,Passeriformes,Corvidae,Cyanocitta cristata,yes,Blue Jay,Cyanocitta cristata,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,NA,yes,4770,Cyanocitta cristata,Blue Jay
Cyanocitta stelleri,Steller's Jay,Cyanocitta stelleri,Steller's Jay,PASSERIFORMES,Corvidae,NA,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48; USak,yes,4780,Steller's Jay,Passeriformes,Corvidae,Cyanocitta stelleri,yes,Steller's Jay,Cyanocitta stelleri,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,NA,yes,4780,Cyanocitta stelleri,Steller's Jay
Cyanocorax yncas,Green Jay,Cyanocorax yncas,Green Jay,PASSERIFORMES,Corvidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; SAM; US48,yes,4830,Green Jay,Passeriformes,Corvidae,Cyanocorax yncas,yes,Green Jay,Cyanocorax yncas,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,NA,yes,4830,Cyanocorax yncas,Green Jay
Cygnus buccinator,Trumpeter Swan,Cygnus buccinator,Trumpeter Swan,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,ASI; CA; CAM; hol; NAM; nea; pal; US48; USak,yes,1810,Trumpeter Swan,Anseriformes,Anatidae,Cygnus buccinator,yes,Trumpeter Swan,Cygnus buccinator,North America from western and central Alaska eastward through east-central Canada and southward through western and central USA; some southward movement in winter; early extirpations and subsequent reintroductions cloud distributional knowledge,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1810,Cygnus buccinator,Trumpeter Swan
Cygnus columbianus,Tundra Swan,Cygnus columbianus,Tundra Swan,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,1800,Tundra Swan,Anseriformes,Anatidae,Cygnus columbianus,yes,Tundra Swan,Cygnus columbianus,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1800,Cygnus columbianus,Tundra Swan
Cygnus olor,Mute Swan,Cygnus olor,Mute Swan,ANSERIFORMES,Anatidae,Introduced species,Introduced species,NA,Introduced species,NA,AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; US48,yes,1782,Mute Swan,Anseriformes,Anatidae,Cygnus olor,yes,Mute Swan,Cygnus olor,"west-central to east-central Palearctic region from central Europe to southeastern China; introduced widely including to western and southwestern Europe, Japan, and eastern North America","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Introduced species; Introduced species,yes,1782,Cygnus olor,Mute Swan
Cynanthus latirostris,Broad-billed Hummingbird,Cynanthus latirostris,Broad-billed Hummingbird,APODIFORMES,Trochilidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,4410,Broad-billed Hummingbird,Apodiformes,Trochilidae,Cynanthus latirostris,yes,Broad-billed Hummingbird,Cynanthus latirostris,NA,Trochilidae (Hummingbirds),Apodiformes,yes,Rare/Accidental,yes,4410,Cynanthus latirostris,Broad-billed Hummingbird
Cypseloides niger,Black Swift,Cypseloides niger,Black Swift,APODIFORMES,Apodidae,Vulnerable,Vulnerable,Rare/Accidental Vulnerable,Vulnerable,Vulnerable,CA; CAM; CAR; hol; NAM; NaN; nea; SAM; US48; USak,yes,4220,Black Swift,Apodiformes,Apodidae,Cypseloides niger,yes,Black Swift,Cypseloides niger,NA,Apodidae (Swifts),Apodiformes,yes,Vulnerable; Vulnerable; Vulnerable,yes,4220,Cypseloides niger,Black Swift
Cyrtonyx montezumae,Montezuma Quail,Cyrtonyx montezumae,Montezuma Quail,GALLIFORMES,Odontophoridae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,2960,Montezuma Quail,Galliformes,Odontophoridae,Cyrtonyx montezumae,yes,Montezuma Quail,Cyrtonyx montezumae,NA,Odontophoridae (New World Quail),Galliformes,yes,NA,yes,2960,Cyrtonyx montezumae,Montezuma Quail
Dendragapus fuliginosus,Sooty Grouse,Dendragapus fuliginosus,Sooty Grouse,GALLIFORMES,Phasianidae,NA,NA,NA,NA,NA,CA; hol; NAM; nea; US48; USak,yes,2971,Sooty Grouse,Galliformes,Phasianidae,Dendragapus fuliginosus,yes,Sooty Grouse,Dendragapus fuliginosus,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,NA,yes,2971,Dendragapus fuliginosus,Sooty Grouse
Dendragapus obscurus,Dusky Grouse,Dendragapus obscurus,Dusky Grouse,GALLIFORMES,Phasianidae,NA,NA,NA,NA,NA,CA; hol; NAM; nea; US48,yes,2970,Dusky Grouse,Galliformes,Phasianidae,Dendragapus obscurus,yes,Dusky Grouse,Dendragapus obscurus,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,NA,yes,2970,Dendragapus obscurus,Dusky Grouse
Dendragapus obscurus/fuliginosus,Dusky/Sooty Grouse; unid. Dusky Grouse/Sooty Grouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2973,unid. Dusky Grouse / Sooty Grouse,Galliformes,Phasianidae,Dendragapus obscurus / fuliginosus,yes,Dusky/Sooty Grouse,Dendragapus obscurus/fuliginosus,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,NA,yes,2973,Dendragapus obscurus/fuliginosus,Dusky/Sooty Grouse
Dendrocygna autumnalis,Black-bellied Whistling-Duck,Dendrocygna autumnalis,Black-bellied Whistling-Duck,ANSERIFORMES,Anatidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48; UShi,yes,1770,Black-bellied Whistling-Duck,Anseriformes,Anatidae,Dendrocygna autumnalis,yes,Black-bellied Whistling-Duck,Dendrocygna autumnalis,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Rare/Accidental,yes,1770,Dendrocygna autumnalis,Black-bellied Whistling-Duck
Dendrocygna bicolor,Fulvous Whistling-Duck,Dendrocygna bicolor,Fulvous Whistling-Duck,ANSERIFORMES,Anatidae,Rare/Accidental,NA,Rare/Accidental,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; UShi; XX,yes,1780,Fulvous Whistling-Duck,Anseriformes,Anatidae,Dendrocygna bicolor,yes,Fulvous Whistling-Duck,Dendrocygna bicolor,"eastern Africa, Madagascar, and southern Asia; disjunctly southern USA to Argentina","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Rare/Accidental,yes,1780,Dendrocygna bicolor,Fulvous Whistling-Duck
Dolichonyx oryzivorus,Bobolink,Dolichonyx oryzivorus,Bobolink,PASSERIFORMES,Icteridae,NA,NA,NA,NA,Rare/Accidental,AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX,yes,4940,Bobolink,Passeriformes,Icteridae,Dolichonyx oryzivorus,yes,Bobolink,Dolichonyx oryzivorus,grassland and meadows of North America; winters to southern South America,Icteridae (Troupials and Allies),Passeriformes,yes,Rare/Accidental,yes,4940,Dolichonyx oryzivorus,Bobolink
Dryobates albolarvatus,White-headed Woodpecker,Dryobates albolarvatus,White-headed Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CA; hol; NAM; nea; US48,yes,3990,White-headed Woodpecker,Piciformes,Picidae,Dryobates albolarvatus,yes,White-headed Woodpecker,Dryobates albolarvatus,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,3990,Dryobates albolarvatus,White-headed Woodpecker
Dryobates arizonae,Arizona Woodpecker,Dryobates arizonae,Arizona Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,3975,Arizona Woodpecker,Piciformes,Picidae,Dryobates arizonae,yes,Arizona Woodpecker,Dryobates arizonae,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,3975,Dryobates arizonae,Arizona Woodpecker
Dryobates borealis,Red-cockaded Woodpecker,Dryobates borealis,Red-cockaded Woodpecker,PICIFORMES,Picidae,NA,Near-threatened,NA,Endemic Near-threatened,NA,hol; NAM; nea; US48,yes,3950,Red-cockaded Woodpecker,Piciformes,Picidae,Dryobates borealis,yes,Red-cockaded Woodpecker,Dryobates borealis,patchily distributed in pine forest of southeastern USA,Picidae (Woodpeckers),Piciformes,yes,Endemic Near-threatened,yes,3950,Dryobates borealis,Red-cockaded Woodpecker
Dryobates nuttallii,Nuttall's Woodpecker,Dryobates nuttallii,Nuttall's Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,3970,Nuttall's Woodpecker,Piciformes,Picidae,Dryobates nuttallii,yes,Nuttall's Woodpecker,Dryobates nuttallii,chaparral and oak woodland of northern California to northwestern Baja,Picidae (Woodpeckers),Piciformes,yes,NA,yes,3970,Dryobates nuttallii,Nuttall's Woodpecker
Dryobates pubescens,Downy Woodpecker,Dryobates pubescens,Downy Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; nea; US48; USak,yes,3940,Downy Woodpecker,Piciformes,Picidae,Dryobates pubescens,yes,Downy Woodpecker,Dryobates pubescens,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,3940,Dryobates pubescens,Downy Woodpecker
