scientific_name.raw,common_name.raw,scientific_name.edit,common_name.edit,edit_notes
Oriolus xanthornus,Black-Hooded Oriole,Oriolus xanthornus,Black-hooded Oriole,L0 species as entered on checklist (Clements 2024)
Turdus unicolor,Tickell's Thrush,Turdus unicolor,Tickell's Thrush,L0 species as entered on checklist (Clements 2024)
Dendronanthus indicus,Forest Wagtail,Dendronanthus indicus,Forest Wagtail,L0 species as entered on checklist (Clements 2024)
Terpsiphone atrocaudata,Black Paradise-Flycatcher,Terpsiphone atrocaudata,Black Paradise-Flycatcher,L0 species as entered on checklist (Clements 2024)
Horornis diphone,Japanese Bush Warbler,Horornis diphone,Japanese Bush Warbler,L0 species as entered on checklist (Clements 2024)
Urosphena squameiceps,Asian Stubtail,Urosphena squameiceps,Asian Stubtail,L0 species as entered on checklist (Clements 2024)
Alcippe morrisonia,Morrison's Fulvetta,Alcippe morrisonia,Morrison's Fulvetta,L0 species as entered on checklist (Clements 2024)
Phylloscopus inornatus,Yellow-Browed Warbler,Phylloscopus inornatus,Yellow-browed Warbler,L0 species as entered on checklist (Clements 2024)
Phylloscopus humei,Hume's Warbler,Phylloscopus humei,Hume's Warbler,L0 species as entered on checklist (Clements 2024)
Phylloscopus tenellipes,Pale-Legged Leaf Warbler,Phylloscopus tenellipes,Pale-legged Leaf Warbler,L0 species as entered on checklist (Clements 2024)
Phylloscopus coronatus,Eastern Crowned Warbler,Phylloscopus coronatus,Eastern Crowned Warbler,L0 species as entered on checklist (Clements 2024)
Brachypteryx leucophris,Lesser Shortwing,Brachypteryx leucophris,Lesser Shortwing,L0 species as entered on checklist (Clements 2024)
Larvivora cyane,Siberian Blue Robin,Larvivora cyane,Siberian Blue Robin,L0 species as entered on checklist (Clements 2024)
Prunella atrogularis,Black-Throated Accentor,Prunella atrogularis,Black-throated Accentor,L0 species as entered on checklist (Clements 2024)
Phylloscopus sp.,Unid. Phylloscopus Warbler,Phylloscopus sp.,Phylloscopus sp.,NA
Phylloscopus occipitalis,Western Crowned Warbler,Phylloscopus occipitalis,Western Crowned Warbler,L0 species as entered on checklist (Clements 2024)
Locustella lanceolata,Lanceolated Warbler,Locustella lanceolata,Lanceolated Warbler,L0 species as entered on checklist (Clements 2024)
Phoenicurus auroeus,Daurian Redstart,Phoenicurus auroreus,Daurian Redstart,high confidence str match to checklist (Clements 2024)  0.983
Ficedula zanthopygia,Yellow-Rumped Flycatcher,Ficedula zanthopygia,Yellow-rumped Flycatcher,L0 species as entered on checklist (Clements 2024)
Spizixos semitorques,Collared Finchbill,Spizixos semitorques,Collared Finchbill,L0 species as entered on checklist (Clements 2024)
Horornis fortipes,Brownish-Flanked Bush-Warbler,Horornis fortipes,Brownish-flanked Bush Warbler,L0 species as entered on checklist (Clements 2024)
Emberiza elegans,Yellow-Throated Bunting,Emberiza elegans,Yellow-throated Bunting,L0 species as entered on checklist (Clements 2024)
Cettia castaneocoronata,Chestnut-Headed Tesia,Cettia castaneocoronata,Chestnut-headed Tesia,L0 species as entered on checklist (Clements 2024)
Horornis canturians,Manchurian Bush Warbler,Horornis canturians,Manchurian Bush Warbler,L0 species as entered on checklist (Clements 2024)
Horornis flavolivaceus,Aberrant Bush Warbler,Horornis flavolivaceus,Aberrant Bush Warbler,L0 species as entered on checklist (Clements 2024)
Phylloscopus affinis,Tickell’s Leaf Warbler,Phylloscopus affinis,Tickell's Leaf Warbler,L0 species as entered on checklist (Clements 2024)
Phylloscopus ijimae,Ijima’s Leaf Warbler,Phylloscopus ijimae,Ijima's Leaf Warbler,L0 species as entered on checklist (Clements 2024)
Helopsaltes ochotensis,Middendorff’s Grasshopper Warbler,Helopsaltes ochotensis,Middendorff's Grasshopper Warbler,L0 species as entered on checklist (Clements 2024)
Geokichla princei,Gray Ground-Thrush,Geokichla princei,Gray Ground-Thrush,L0 species as entered on checklist (Clements 2024)
Parulidae sp.,Unid. Parulidae Warbler,Parulidae sp.,new world warbler sp.,NA
Pnoepyga sp.,Unid. Pnoepyga Cupwing,Pnoepyga sp.,cupwing sp.,NA
Brachypteryx sp.,Unid. Brachypteryx Shortwing,Brachypteryx sp.,Brachypteryx sp.,NA
Turdidae sp.,Unid. Turdidae Thrush,Turdidae sp.,thrush sp.,NA
Emberiza sp.,Unid. Emberiza Bunting,Emberiza sp.,Emberiza sp.,NA
Carpodacus sp.,Unid. Carpodacus Rosefinch,Carpodacus sp.,rosefinch sp.,NA
Niltava sp.,Unid. Niltava Flycatcher,Niltava sp.,niltava sp.,NA
Terpsiphone mutata,Malagasy Paradise-Flycatcher,Terpsiphone mutata,Malagasy Paradise-Flycatcher,L0 species as entered on checklist (Clements 2024)
Eremopterix hova,Madagascar Lark,Eremopterix hova,Madagascar Lark,L0 species as entered on checklist (Clements 2024)
Acrocephalus newtoni,Madagascar Swamp Warbler,Acrocephalus newtoni,Madagascar Swamp Warbler,L0 species as entered on checklist (Clements 2024)
Xanthomixis cinereiceps,Gray-Crowned Tetraka,Xanthomixis cinereiceps,Gray-crowned Tetraka,L0 species as entered on checklist (Clements 2024)
Cisticola cherina,Madagascar Cisticola,Cisticola cherina,Madagascar Cisticola,L0 species as entered on checklist (Clements 2024)
Neomixis tenella,Common Jery,Neomixis tenella,Common Jery,L0 species as entered on checklist (Clements 2024)
Copsychus albospecularis,Madagascar Magpie-Robin,Copsychus albospecularis,Madagascar Magpie-Robin,L0 species as entered on checklist (Clements 2024)
Monticola sharpei,Forest Rock-Thrush,Monticola sharpei,Forest Rock-Thrush,L0 species as entered on checklist (Clements 2024)
Cinnyris sovimanga,Souimanga Sunbird,Cinnyris sovimanga,Souimanga Sunbird,L0 species as entered on checklist (Clements 2024)
Nesillas typica,Malagasy Brush-Warbler,Nesillas typica,Malagasy Brush-Warbler,L0 species as entered on checklist (Clements 2024)
Xanthomixis zosterops,Spectacled Tetraka,Xanthomixis zosterops,Spectacled Tetraka,L0 species as entered on checklist (Clements 2024)
Artamella viridis,White-Headed Vanga,Artamella viridis,White-headed Vanga,L0 species as entered on checklist (Clements 2024)
Terpsiphone atrocaudata,Black Paradise Flycatcher,Terpsiphone atrocaudata,Black Paradise-Flycatcher,L0 species as entered on checklist (Clements 2024)
Cuculus lepidus,Sunda Lesser Cuckoo,Cuculus lepidus,Sunda Cuckoo,L0 species as entered on checklist (Clements 2024)
Anthoscopus minutus,Southern Penduline-Tit,Anthoscopus minutus,Southern Penduline-Tit,L0 species as entered on checklist (Clements 2024)
Eurillas virens,Little Greenbul,Eurillas virens,Little Greenbul,L0 species as entered on checklist (Clements 2024)
Phyllastrephus albigularis,White-Throated Greenbul,Phyllastrephus albigularis,White-throated Greenbul,L0 species as entered on checklist (Clements 2024)
Atimastillas flavicollis,Yellow-Throated Greenbul,Atimastillas flavicollis,Yellow-gorgeted Greenbul,L0 species as entered on checklist (Clements 2024)
Chlorocichla flaviventris,Yellow-Bellied Greenbul,Chlorocichla flaviventris,Yellow-bellied Greenbul,L0 species as entered on checklist (Clements 2024)
Baeopogon indicator,Honeyguide Greenbul,Baeopogon indicator,Honeyguide Greenbul,L0 species as entered on checklist (Clements 2024)
Lamprotornis chloropterus elisabeth,Miombo Blue-Eared Starling,Lamprotornis chloropterus elisabeth,Lesser Blue-eared Starling (Miombo),L0 species as entered on checklist (Clements 2024)
Neocossyphus poensis,White-Tailed Ant-Thrush,Neocossyphus poensis,White-tailed Ant-Thrush,L0 species as entered on checklist (Clements 2024)
Monticola rupestris,Cape Rock-Thrush,Monticola rupestris,Cape Rock-Thrush,L0 species as entered on checklist (Clements 2024)
Alethe castanea,Fire-Crested Alethe,Alethe castanea,Fire-crested Alethe,L0 species as entered on checklist (Clements 2024)
Alethe diademata,White-Tailed Alethe,Alethe diademata,White-tailed Alethe,L0 species as entered on checklist (Clements 2024)
Swynnertonia swynnertoni,Swynnerton's Robin,Swynnertonia swynnertoni,Swynnerton's Robin,L0 species as entered on checklist (Clements 2024)
Cossypha semirufa,Rüppell's Robin-Chat,Cossypha semirufa,Rüppell's Robin-Chat,L0 species as entered on checklist (Clements 2024)
Cossypha archeri,Archer’s Robin-Chat,Dessonornis archeri,Archer's Robin-Chat,high confidence common name fuzzy match (Clements 2024)  0.965
Cossypha cyanocampter,Blue-Shouldered Robin-Chat,Cossypha cyanocampter,Blue-shouldered Robin-Chat,L0 species as entered on checklist (Clements 2024)
Cossypha niveicapilla,Snowy-Crowned Robin-Chat,Cossypha niveicapilla,Snowy-crowned Robin-Chat,L0 species as entered on checklist (Clements 2024)
Cossypha natalensis,Red-Capped Robin-Chat,Cossypha natalensis,Red-capped Robin-Chat,L0 species as entered on checklist (Clements 2024)
Cossypha dichroa,Chorister Robin-Chat,Cossypha dichroa,Chorister Robin-Chat,L0 species as entered on checklist (Clements 2024)
Cercotrichas quadrivirgata,Bearded Scrub-Robin,Tychaedon quadrivirgata,Bearded Scrub-Robin,high confidence common name fuzzy match (Clements 2024)  1
Cercotrichas leucophrys leucophrys,Red-Backed Scrub-Robin,Cercotrichas leucophrys leucophrys,,L0 species as entered on checklist (Clements 2024)
Thamnolaea cinnamomeiventris,Mocking Cliff-Chat,Thamnolaea cinnamomeiventris,Mocking Cliff-Chat,L0 species as entered on checklist (Clements 2024)
Ploceus nigerrimus,Viellot’s Black Weaver,Ploceus nigerrimus,Vieillot's Black Weaver,L0 species as entered on checklist (Clements 2024)
Motacilla clara,Mountain Wagtail,Motacilla clara,Mountain Wagtail,L0 species as entered on checklist (Clements 2024)
Anthus leucophrys,Plain-Backed Pipit,Anthus leucophrys,Plain-backed Pipit,L0 species as entered on checklist (Clements 2024)
Crithagra totta,Cape Siskin,Crithagra totta,Cape Siskin,L0 species as entered on checklist (Clements 2024)
Erythropygia sp.,Unid. Erythropygia Scrub-Robin,Erythropygia sp.,Unid. Erythropygia Scrub-Robin,NA
Ortalis vetula,Plain Chachalaca,Ortalis vetula,Plain Chachalaca,L0 species as entered on checklist (Clements 2024)
Colaptes rubiginosus,Golden-Olive Woodpecker,Colaptes rubiginosus,Golden-olive Woodpecker,L0 species as entered on checklist (Clements 2024)
Bucephela clangula,Common Goldeneye,Bucephala clangula,Common Goldeneye,high confidence common name fuzzy match (Clements 2024)  1
Bucephela islandica,Barrow's Goldeneye,Bucephala islandica,Barrow's Goldeneye,high confidence common name fuzzy match (Clements 2024)  1
Anser albifrons frontalis,Greater White-Fronted Goose,Anser albifrons,Greater White-fronted Goose,high confidence common name fuzzy match (Clements 2024)  1
Stercorarius parasiticus,Parastic Jaeger,Stercorarius parasiticus,Parasitic Jaeger,L0 species as entered on checklist (Clements 2024)
Cygnus columbianus columbianus,Whistling Tundra Swan,Cygnus columbianus columbianus,Tundra Swan (Whistling),L0 species as entered on checklist (Clements 2024)
Fulica atra,Eurasian Coot,Fulica atra,Eurasian Coot,L0 species as entered on checklist (Clements 2024)
Cygnus atratus,Black Swan,Cygnus atratus,Black Swan,L0 species as entered on checklist (Clements 2024)
Childonias niger,Black Tern,Chlidonias niger,Black Tern,high confidence str match to checklist (Clements 2024)  0.979
Stelgidopteryx ruficollis,Southern Rough-Winged Swallow,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,L0 species as entered on checklist (Clements 2024)
Streptoprocne zonaris,White-Collared Swift,Streptoprocne zonaris,White-collared Swift,L0 species as entered on checklist (Clements 2024)
Streptoprocne rutila,Chestnut-Collared Swift,Streptoprocne rutila,Chestnut-collared Swift,L0 species as entered on checklist (Clements 2024)
Apodidae sp.,Unid. Swift,Apodidae sp.,swift sp.,NA
Centrocercus sp.,Unid. Sage-Grouse,Centrocercus sp.,Unid. Sage-Grouse,NA
Dendrocygna viduata,White-Faced Whistling-Duck,Dendrocygna viduata,White-faced Whistling-Duck,L0 species as entered on checklist (Clements 2024)
Dendrocygna sp.,Unid. Whistling-Duck,Dendrocygna sp.,whistling-duck sp.,NA
Porphyrula martinica,Purple Gallinule,Porphyrio martinica,Purple Gallinule,high confidence common name fuzzy match (Clements 2024)  1
Wading bird sp.,Unid. Wading Bird,Wading bird sp.,Unid. Wading Bird,NA
Icteridae sp.,Unid. Icterid,Icteridae sp.,blackbird sp.,NA
Molothrus ater ater,Brown-Headed Cowbird (Ater),Molothrus ater ater,,L0 species as entered on checklist (Clements 2024)
Molothrus ater artemisiae,Brown-Headed Cowbird (Artemisiae),Molothrus ater artemisiae,,L0 species as entered on checklist (Clements 2024)
Leptopogon amaurocephalus,Sepia-Capped Flycatcher,Leptopogon amaurocephalus,Sepia-capped Flycatcher,L0 species as entered on checklist (Clements 2024)
Leptopogon superciliaris,Slaty-Capped Flycatcher,Leptopogon superciliaris,Slaty-capped Flycatcher,L0 species as entered on checklist (Clements 2024)
Mionectes oleagineus,Ochre-Bellied Flycatcher,Mionectes oleagineus,Ochre-bellied Flycatcher,L0 species as entered on checklist (Clements 2024)
Hemitriccus diops,Drab-Breasted Pygmy-Tyrant,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,L0 species as entered on checklist (Clements 2024)
Poecilotriccus plumbeiceps plumbeiceps,Ochre-Faced Tody-Flycatcher,Poecilotriccus plumbeiceps plumbeiceps,,L0 species as entered on checklist (Clements 2024)
Myiornis auricularis auricularis,Eared Pygmy-Tyrant,Myiornis auricularis auricularis,,L0 species as entered on checklist (Clements 2024)
Dysithamnus mentalis,Plain Antvireo,Dysithamnus mentalis,Plain Antvireo,L0 species as entered on checklist (Clements 2024)
Tolmomyias sulphurescens,Yellow-Olive Flatbill,Tolmomyias sulphurescens,Yellow-olive Flatbill,L0 species as entered on checklist (Clements 2024)
Myiozetetes sp.,Unid. Myiozetetes Flycatcher,Myiozetetes sp.,Unid. Myiozetetes Flycatcher,NA
Rhynchocyclus brevirostris,Eye-Ringed Flatbill,Rhynchocyclus brevirostris,Eye-ringed Flatbill,L0 species as entered on checklist (Clements 2024)
Fluvicola pica,Pied Water-Tyrant,Fluvicola pica,Pied Water-Tyrant,L0 species as entered on checklist (Clements 2024)
Thamnophilus doliatus,Barred Antshrike,Thamnophilus doliatus,Barred Antshrike,L0 species as entered on checklist (Clements 2024)
Fluvicola albiventer,Black-Backed Water-Tyrant,Fluvicola albiventer,Black-backed Water-Tyrant,L0 species as entered on checklist (Clements 2024)
Dryobates stricklandi,Strickland's Woodpecker,Dryobates stricklandi,Strickland's Woodpecker,L0 species as entered on checklist (Clements 2024)
Leucophaeus villosus,Hairy Woodpecker,Dryobates villosus,Hairy Woodpecker,high confidence common name fuzzy match (Clements 2024)  1
Myiarchus crinitus,Great Crested  Flycatcher,Myiarchus crinitus,Great Crested Flycatcher,L0 species as entered on checklist (Clements 2024)
Sitta canadensis,Red-Breasted / White-Breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,L0 species as entered on checklist (Clements 2024)
Sitta canadensis,White-Breasted Nuthatch,Sitta canadensis,Red-breasted Nuthatch,L0 species as entered on checklist (Clements 2024)
Accipiter getilis,Northern Goshawk,Accipiter getilis,Northern Goshawk,"Update to checklist Listed as American Goshawk, now genus Astur (Clements 2024)"
Parus gambeli,Mountain Chickadee,Poecile gambeli,Mountain Chickadee,high confidence common name fuzzy match (Clements 2024)  1
Columbidae sp.,Unid. Dove,Columbidae sp.,pigeon/dove sp.,NA
Egretta sp.,Unid. Egretta Heron,Egretta sp.,Egretta sp.,NA
Threskiornis sp.,Unid. Ibis,Threskiornis sp.,Unid. Ibis,NA
Platalea sp.,Unid. Spoonbill,Platalea sp.,spoonbill sp.,NA
Ardeidae sp.,Unid. White Egret,Ardeidae sp.,heron sp.,NA
Bubo sp.,Unid. Owl,Bubo sp.,Bubo sp.,NA
Ardeidae sp.,Unid. Tree Nesting Heron,Ardeidae sp.,heron sp.,NA
Pelecanus sp.,Unid. Pelican,Pelecanus sp.,pelican sp.,NA
Plegadis sp.,Unid. Ibis,Plegadis sp.,Unid. Ibis,NA
Charadriidae sp.,Unid. Shorebird,Charadriidae sp.,plover sp.,NA
Cicioniidae sp.,Unid. Stork,Cicioniidae sp.,Unid. Stork,NA
Ardeidae sp.,Unid. Bittern,Ardeidae sp.,heron sp.,NA
Platalea ajaja,Ardea Herodias,Platalea ajaja,Roseate Spoonbill,L0 species as entered on checklist (Clements 2024)
Buteogallus urubitinga,Great Black Hawk,Buteogallus urubitinga,Great Black Hawk,L0 species as entered on checklist (Clements 2024)
Buteo sp.,Unid. Buteo Sp.,Buteo sp.,Buteo sp.,NA
Ardea albus,Great Egret,Ardea alba,Great Egret,high confidence common name fuzzy match (Clements 2024)  1
Buteo sp.,Unid. Buteo Spp.,Buteo sp.,Buteo sp.,NA
Falco mexicanus,Praire Falcon,Falco mexicanus,Prairie Falcon,L0 species as entered on checklist (Clements 2024)
Empidonax affinis,Pine Flycatcher,Empidonax affinis,Pine Flycatcher,L0 species as entered on checklist (Clements 2024)
Empidonax difficilis difficilis,Western (Pacific-Slope) Flycatcher,Empidonax difficilis difficilis,,L0 species as entered on checklist (Clements 2024)
Antrostomus vociferus,Whip-Poor-Will,Antrostomus vociferus,Eastern Whip-poor-will,L0 species as entered on checklist (Clements 2024)
