scientific_name,common_name,common_name_avibase8.17,scientific_name_avibase8.17,status_avibase8.17,order_avibase8.17,family_avibase8.17,region_avibase8.17,in_avibase8.17,AOU_bbs2024,common_name_bbs2024,order_bbs2024,family_bbs2024,scientific_name_bbs2024,in_bbs2024,common_name_clements2024,scientific_name_clements2024,region_clements2024,family_clements2024,order_clements2024,in_clements2024,scientific_name_orig,common_name_orig,region_origlist,order_origlist,family_origlist,origlist_dataentry_origlist,in_origlist,L1_ca.conus.data,ca.conus.rejection
Spizella atrogularis,Black-chinned Sparrow,Black-chinned Sparrow,Spizella atrogularis,NA,PASSERIFORMES,Passerellidae,CAM; hol; NAM; nea; US48,yes,5650,Black-chinned Sparrow,Passeriformes,Passerellidae,Spizella atrogularis,yes,Black-chinned Sparrow,Spizella atrogularis,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Spizella atrogularis,Black-chinned Sparrow,CONUS & Canada,Passeriformes,Passerellidae,10/30/2023,yes,yes,NA
Spizella breweri,Brewer's Sparrow,Brewer's Sparrow,Spizella breweri,NA,PASSERIFORMES,Passerellidae,CA; CAM; hol; NAM; nea; US48; USak,yes,5620,Brewer's Sparrow,Passeriformes,Passerellidae,Spizella breweri,yes,Brewer's Sparrow,Spizella breweri,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Spizella breweri,Brewer's Sparrow,CONUS & Canada,Passeriformes,Passerellidae,3/7/2023,yes,yes,NA
Spizella pallida,Clay-colored Sparrow,Clay-colored Sparrow,Spizella pallida,NA,PASSERIFORMES,Passerellidae,CA; CAM; CAR; hol; NAM; nea; SAM; US48; USak,yes,5610,Clay-colored Sparrow,Passeriformes,Passerellidae,Spizella pallida,yes,Clay-colored Sparrow,Spizella pallida,breeds western Canada and USA; winters to Guatemala,Passerellidae (New World Sparrows),Passeriformes,yes,Spizella pallida,Clay-colored Sparrow,CONUS & Canada,Passeriformes,Passerellidae,10/30/2023,yes,yes,NA
Spizella passerina,Chipping Sparrow,Chipping Sparrow,Spizella passerina,NA,PASSERIFORMES,Passerellidae,ASI; CA; CAM; CAR; hol; NAM; nea; US48; USak; XX,yes,5600,Chipping Sparrow,Passeriformes,Passerellidae,Spizella passerina,yes,Chipping Sparrow,Spizella passerina,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Spizella passerina,Chipping Sparrow,CONUS & Canada,Passeriformes,Passerellidae,3/6/2023,yes,yes,NA
Spizella pusilla,Field Sparrow,Field Sparrow,Spizella pusilla,NA,PASSERIFORMES,Passerellidae,CA; CAM; CAR; hol; NAM; nea; pal; US48,yes,5630,Field Sparrow,Passeriformes,Passerellidae,Spizella pusilla,yes,Field Sparrow,Spizella pusilla,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Spizella pusilla,Field Sparrow,CONUS & Canada,Passeriformes,Passerellidae,3/7/2023,yes,yes,NA
Spizelloides arborea,American Tree Sparrow,American Tree Sparrow,Spizelloides arborea,NA,PASSERIFORMES,Passerellidae,ASI; CA; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,5590,American Tree Sparrow,Passeriformes,Passerellidae,Spizelloides arborea,yes,American Tree Sparrow,Spizelloides arborea,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Spizelloides arborea,American Tree Sparrow,CONUS & Canada,Passeriformes,Passerellidae,3/7/2023,yes,yes,NA
Stelgidopteryx serripennis,Northern Rough-winged Swallow,Northern Rough-winged Swallow,Stelgidopteryx serripennis,NA,PASSERIFORMES,Hirundinidae,CA; CAM; CAR; EUR; hol; NAM; nan; nea; pal; SAM; US48; USak,yes,6170,Northern Rough-winged Swallow,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,yes,Northern Rough-winged Swallow,Stelgidopteryx serripennis,NA,Hirundinidae (Swallows),Passeriformes,yes,Stelgidopteryx serripennis,Northern Rough-winged Swallow,CONUS & Canada,Passeriformes,Hirundinidae,2/21/2023,yes,yes,NA
Stercorarius longicaudus,Long-tailed Jaeger,Long-tailed Jaeger,Stercorarius longicaudus,NA,CHARADRIIFORMES,Stercorariidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX,yes,380,Long-tailed Jaeger,Charadriiformes,Stercorariidae,Stercorarius longicaudus,yes,Long-tailed Jaeger,Stercorarius longicaudus,NA,Stercorariidae (Skuas and Jaegers),Charadriiformes,yes,Stercorarius longicaudus,Long-tailed Jaeger,CONUS & Canada,Charadriiformes,Stercorariidae,1/10/2023,yes,yes,NA
Stercorarius parasiticus,Parasitic Jaeger,Parasitic Jaeger,Stercorarius parasiticus,NA,CHARADRIIFORMES,Stercorariidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,370,Parasitic Jaeger,Charadriiformes,Stercorariidae,Stercorarius parasiticus,yes,Parasitic Jaeger,Stercorarius parasiticus,"breeds Holarctic low Arctic tundra, locally high Arctic and subarctic, from western and southern Greenland, Iceland, northern Scotland, and Scandinavian coasts including Baltic Sea, Svalbard (north of Norway), northern Russia to northeastern Siberia and Kamchatka, Aleutian and Bering Sea islands, western and southwestern Alaska, Arctic Canada (except northern high Arctic islands) to Baffin Island and east-central Canada; winters to high-productivity subtropical to tropical coastal waters of southern continents, in coastal waters of Africa, Persian Gulf, eastern coast of Arabian Sea (western India and Sri Lanka), northern Indian Ocean, Australia, and New Zealand, Peru, Chile, and east-central Argentina",Stercorariidae (Skuas and Jaegers),Charadriiformes,yes,Stercorarius parasiticus,Parasitic Jaeger,CONUS & Canada,Charadriiformes,Stercorariidae,1/9/2023,yes,yes,NA
Stercorarius pomarinus,Pomarine Jaeger,Pomarine Jaeger,Stercorarius pomarinus,NA,CHARADRIIFORMES,Stercorariidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,360,Pomarine Jaeger,Charadriiformes,Stercorariidae,Stercorarius pomarinus,yes,Pomarine Jaeger,Stercorarius pomarinus,"breeds Holarctic high Arctic tundra, erratically off southwestern Greenland, Svalbard (nesting unconfirmed; north of Norway), northwestern to northeastern Arctic Russia (including many high Arctic islands), high Arctic of northern Alaska and southwestern Alaska mainland, and Arctic Canada to Baffin Island (northeastern Canada); winters to temperate to tropical coasts and offshore waters worldwide",Stercorariidae (Skuas and Jaegers),Charadriiformes,yes,Stercorarius pomarinus,Pomarine Jaeger,CONUS & Canada,Charadriiformes,Stercorariidae,10/3/2023-10/6/2023,yes,yes,NA
Sterna dougallii,Roseate Tern,Roseate Tern,Sterna dougallii,NA,CHARADRIIFORMES,Laridae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; oat; OCE; PAC; pal; SAM; TT; US48; XX,yes,720,Roseate Tern,Charadriiformes,Laridae,Sterna dougallii,yes,Roseate Tern,Sterna dougallii,NA,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Sterna dougallii,Roseate Tern,CONUS & Canada,Charadriiformes,Laridae,1/23/2023 - 1/24/2023,yes,yes,NA
Sterna forsteri,Forster's Tern,Forster's Tern,Sterna forsteri,NA,CHARADRIIFORMES,Laridae,CA; CAM; CAR; EUR; hol; NAM; nan; nea; pal; SAM; US48,yes,690,Forster's Tern,Charadriiformes,Laridae,Sterna forsteri,yes,Forster's Tern,Sterna forsteri,North America; winters southern USA to Costa Rica and Greater Antilles,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Sterna forsteri,Forster's Tern,CONUS & Canada,Charadriiformes,Laridae,10/19/2023-10/26/2023,yes,yes,NA
Sterna hirundo,Common Tern,Common Tern,Sterna hirundo,NA,CHARADRIIFORMES,Laridae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; oin; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,700,Common Tern,Charadriiformes,Laridae,Sterna hirundo,yes,Common Tern,Sterna hirundo,NA,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Sterna hirundo,Common Tern,CONUS & Canada,Charadriiformes,Laridae,1/24/2023 - 1/26/2023 (need to double check),yes,yes,NA
Sterna paradisaea,Arctic Tern,Arctic Tern,Sterna paradisaea,NA,CHARADRIIFORMES,Laridae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,710,Arctic Tern,Charadriiformes,Laridae,Sterna paradisaea,yes,Arctic Tern,Sterna paradisaea,Arctic circumpolar; winters sub-Antarctic and Antarctic seas,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Sterna paradisaea,Arctic Tern,CONUS & Canada,Charadriiformes,Laridae,1/24/2023,yes,yes,NA
Sterninae sp.; Tern sp.,tern sp.; unid. tern,NA,NA,NA,NA,NA,NA,no,634,unid. tern,Charadriiformes,Laridae,Tern sp.,yes,tern sp.,Sterninae sp.,NA,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Tern sp.,unid. tern,CONUS & Canada,Charadriiformes,Laridae,N/A; unidentified species,yes,yes,NA
Sternula antillarum,Least Tern,Least Tern,Sternula antillarum,NA,CHARADRIIFORMES,Laridae,ASI; CA; CAM; CAR; EUR; hol; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,740,Least Tern,Charadriiformes,Laridae,Sternula antillarum,yes,Least Tern,Sternula antillarum,NA,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Sternula antillarum,Least Tern,CONUS & Canada,Charadriiformes,Laridae,1/23/2023,yes,yes,NA
Streptopelia decaocto,Eurasian Collared-Dove,Eurasian Collared-Dove,Streptopelia decaocto,Introduced species,COLUMBIFORMES,Columbidae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; pal; SAM; TT; US48; USak,yes,22860,Eurasian Collared-Dove,Columbiformes,Columbidae,Streptopelia decaocto,yes,Eurasian Collared-Dove,Streptopelia decaocto,"Europe to Middle East, India, Sri Lanka, western China, and Korea; introduced in North America, and occurs in the USA (except northeastern), southern Canada (except eastern) and southern Alaska, the West Indies, and northern Mexico locally to southern Mexico",Columbidae (Pigeons and Doves),Columbiformes,yes,Streptopelia decaocto,Eurasian Collared-Dove,CONUS & Canada,Columbiformes,Columbidae,12/12/2022,yes,yes,NA
Streptopelia roseogrisea,African Collared-Dove; African Collared-Dove (a.k.a. Ringed Turtle-Dove),NA,NA,NA,NA,NA,NA,no,3152,African Collared-Dove (a.k.a. Ringed Turtle-Dove),Columbiformes,Columbidae,Streptopelia roseogrisea,yes,African Collared-Dove,Streptopelia roseogrisea,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Streptopelia roseogrisea,African Collared-Dove (a.k.a. Ringed Turtle-Dove),CONUS & Canada,Columbiformes,Columbidae,10/6/2023,yes,yes,NA
Strix nebulosa,Great Gray Owl,Great Gray Owl,Strix nebulosa,NA,STRIGIFORMES,Strigidae,ASI; CA; EUR; hol; NAM; nea; pal; US48; USak,yes,3700,Great Gray Owl,Strigiformes,Strigidae,Strix nebulosa,yes,Great Gray Owl,Strix nebulosa,NA,Strigidae (Owls),Strigiformes,yes,Strix nebulosa,Great Gray Owl,CONUS & Canada,Strigiformes,Strigidae,2/7/2023,yes,yes,NA
Strix occidentalis,Spotted Owl,Spotted Owl,Strix occidentalis,Near-threatened,STRIGIFORMES,Strigidae,CA; CAM; hol; NAM; nea; US48,yes,3690,Spotted Owl,Strigiformes,Strigidae,Strix occidentalis,yes,Spotted Owl,Strix occidentalis,NA,Strigidae (Owls),Strigiformes,yes,Strix occidentalis,Spotted Owl,CONUS & Canada,Strigiformes,Strigidae,4/23/2022,yes,yes,NA
Strix varia,Barred Owl,Barred Owl,Strix varia,NA,STRIGIFORMES,Strigidae,CA; CAR; hol; NAM; nea; US48; USak,yes,3680,Barred Owl,Strigiformes,Strigidae,Strix varia,yes,Barred Owl,Strix varia,NA,Strigidae (Owls),Strigiformes,yes,Strix varia,Barred Owl,CONUS & Canada,Strigiformes,Strigidae,5/4/2022,yes,yes,NA
Sturnella lilianae,Chihuahuan Meadowlark,Chihuahuan Meadowlark,Sturnella lilianae,NA,PASSERIFORMES,Icteridae,CAM; hol; NAM; nea; US48,yes,5009,Chihuahuan Meadowlark,Passeriformes,Icteridae,Sturnella lilianae,yes,Chihuahuan Meadowlark,Sturnella lilianae,NA,Icteridae (Troupials and Allies),Passeriformes,yes,Sturnella lilianae,Chihuahuan Meadowlark,CONUS & Canada,Passeriformes,Icteridae,9/03/2024-9/03/2024,yes,yes,NA
Sturnella magna,Eastern Meadowlark,Eastern Meadowlark,Sturnella magna,NA,PASSERIFORMES,Icteridae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; US48; UShi,yes,5010,Eastern Meadowlark,Passeriformes,Icteridae,Sturnella magna,yes,Eastern Meadowlark,Sturnella magna,NA,Icteridae (Troupials and Allies),Passeriformes,yes,Sturnella magna,Eastern Meadowlark,CONUS & Canada,Passeriformes,Icteridae,8/31/2022,yes,yes,NA
Sturnella neglecta,Western Meadowlark,Western Meadowlark,Sturnella neglecta,NA,PASSERIFORMES,Icteridae,ASI; CA; CAM; hol; NAM; nea; OCE; PAC; US48; USak; UShi,yes,5011,Western Meadowlark,Passeriformes,Icteridae,Sturnella neglecta,yes,Western Meadowlark,Sturnella neglecta,NA,Icteridae (Troupials and Allies),Passeriformes,yes,Sturnella neglecta,Western Meadowlark,CONUS & Canada,Passeriformes,Icteridae,8/31/2022,yes,yes,NA
Sturnella sp.,Sturnella meadowlark sp.; unid. Meadowlark,NA,NA,NA,NA,NA,NA,no,5012,unid. Meadowlark,Passeriformes,Icteridae,Sturnella sp.,yes,Sturnella meadowlark sp.,Sturnella sp.,NA,Icteridae (Troupials and Allies),Passeriformes,yes,Sturnella sp.,unid. Meadowlark,CONUS & Canada,Passeriformes,Icteridae,NA,yes,yes,NA
Sturnus vulgaris,European Starling,European Starling,Sturnus vulgaris,Introduced species,PASSERIFORMES,Sturnidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX,yes,4930,European Starling,Passeriformes,Sturnidae,Sturnus vulgaris,yes,European Starling,Sturnus vulgaris,NA,Sturnidae (Starlings),Passeriformes,yes,Sturnus vulgaris,European Starling,CONUS & Canada,Passeriformes,Sturnidae,8/30/2022,yes,yes,NA
Sula dactylatra,Masked Booby,Masked Booby,Sula dactylatra,NA,SULIFORMES,Sulidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; oin; opa; PAC; pal; SAM; TT; US48; UShi; XX,yes,1140,Masked Booby,Suliformes,Sulidae,Sula dactylatra,yes,Masked Booby,Sula dactylatra,NA,Sulidae (Boobies and Gannets),Suliformes,yes,Sula dactylatra,Masked Booby,CONUS & Canada,Suliformes,Sulidae,10/30/23,yes,yes,NA
Sula leucogaster,Brown Booby,Brown Booby,Sula leucogaster,NA,SULIFORMES,Sulidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; oat; OCE; opa; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,1150,Brown Booby,Suliformes,Sulidae,Sula leucogaster,yes,Brown Booby,Sula leucogaster,NA,Sulidae (Boobies and Gannets),Suliformes,yes,Sula leucogaster,Brown Booby,CONUS & Canada,Suliformes,Sulidae,1/30/2023,yes,yes,NA
Sula nebouxii,Blue-footed Booby,Blue-footed Booby,Sula nebouxii,Rare/Accidental,SULIFORMES,Sulidae,CA; CAM; hol; NAM; nea; OCE; PAC; SAM; US48; XX,yes,1141,Blue-footed Booby,Suliformes,Sulidae,Sula nebouxii,yes,Blue-footed Booby,Sula nebouxii,NA,Sulidae (Boobies and Gannets),Suliformes,yes,Sula nebouxii,Blue-footed Booby,CONUS & Canada,Suliformes,Sulidae,10/4/2023,yes,yes,NA
Surnia ulula,Northern Hawk Owl,Northern Hawk Owl,Surnia ulula,NA,STRIGIFORMES,Strigidae,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,3770,Northern Hawk Owl,Strigiformes,Strigidae,Surnia ulula,yes,Northern Hawk Owl,Surnia ulula,NA,Strigidae (Owls),Strigiformes,yes,Surnia ulula,Northern Hawk Owl,CONUS & Canada,Strigiformes,Strigidae,10/03/2022,yes,yes,NA
Synthliboramphus antiquus,Ancient Murrelet,Ancient Murrelet,Synthliboramphus antiquus,NA,CHARADRIIFORMES,Alcidae,ASI; CA; CAM; EUR; hol; NAM; nea; pal; US48; USak; UShi; XX,yes,210,Ancient Murrelet,Charadriiformes,Alcidae,Synthliboramphus antiquus,yes,Ancient Murrelet,Synthliboramphus antiquus,NA,"Alcidae (Auks, Murres, and Puffins)",Charadriiformes,yes,Synthliboramphus antiquus,Ancient Murrelet,CONUS & Canada,Charadriiformes,Alcidae,1/12/2023,yes,yes,NA
Synthliboramphus craveri,Craveri's Murrelet,Craveri's Murrelet,Synthliboramphus craveri,Vulnerable,CHARADRIIFORMES,Alcidae,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Craveri's Murrelet,Synthliboramphus craveri,islands in Gulf of California; disperses north to southern California,"Alcidae (Auks, Murres, and Puffins)",Charadriiformes,yes,Synthliboramphus craveri,Craveri's Murrelet,CONUS & Canada,Charadriiformes,Alcidae,09/05/2024; 09/06/24,yes,yes,NA
Synthliboramphus scrippsi,Scripps's Murrelet,Scripps's Murrelet,Synthliboramphus scrippsi,Vulnerable,CHARADRIIFORMES,Alcidae,CA; CAM; hol; NAM; nea; US48; USak,yes,NA,NA,NA,NA,NA,no,Scripps's Murrelet,Synthliboramphus scrippsi,Channel Islands and islands off western coast of Baja California,"Alcidae (Auks, Murres, and Puffins)",Charadriiformes,yes,Synthliboramphus scrippsi,Scripps's Murrelet,Mexico,Charadriiformes,Alcidae,NA,yes,yes,NA
Tachybaptus dominicus,Least Grebe,Least Grebe,Tachybaptus dominicus,NA,PODICIPEDIFORMES,Podicipedidae,CAM; CAR; hol; NAM; nan; nea; SAM; TT; US48,yes,50,Least Grebe,Podicipediformes,Podicipedidae,Tachybaptus dominicus,yes,Least Grebe,Tachybaptus dominicus,NA,Podicipedidae (Grebes),Podicipediformes,yes,Tachybaptus dominicus,Least Grebe,CONUS & Canada,Podicipediformes,Podicipedidae,9/28/2023,yes,yes,NA
Tachycineta bicolor,Tree Swallow,Tree Swallow,Tachycineta bicolor,NA,PASSERIFORMES,Hirundinidae,ASI; CA; CAM; CAR; EUR; hol; NAM; nan; nea; pal; SAM; US48; USak; XX,yes,6140,Tree Swallow,Passeriformes,Hirundinidae,Tachycineta bicolor,yes,Tree Swallow,Tachycineta bicolor,breeds Alaska to southern USA; winters to northern South America,Hirundinidae (Swallows),Passeriformes,yes,Tachycineta bicolor,Tree Swallow,CONUS & Canada,Passeriformes,Hirundinidae,4/14/2022; 8/1/2022,yes,yes,NA
Tachycineta thalassina,Violet-green Swallow,Violet-green Swallow,Tachycineta thalassina,NA,PASSERIFORMES,Hirundinidae,CA; CAM; CAR; hol; NAM; nea; SAM; US48; USak; XX,yes,6150,Violet-green Swallow,Passeriformes,Hirundinidae,Tachycineta thalassina,yes,Violet-green Swallow,Tachycineta thalassina,NA,Hirundinidae (Swallows),Passeriformes,yes,Tachycineta thalassina,Violet-green Swallow,CONUS & Canada,Passeriformes,Hirundinidae,8/1/2022,yes,yes,NA
Thalasseus elegans,Elegant Tern,Elegant Tern,Thalasseus elegans,Near-threatened,CHARADRIIFORMES,Laridae,AFR; CA; CAM; EUR; hol; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; UShi,yes,660,Elegant Tern,Charadriiformes,Laridae,Thalasseus elegans,yes,Elegant Tern,Thalasseus elegans,southern California to western Mexico (Nayarit); winters Guatemala to Chile,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Thalasseus elegans,Elegant Tern,CONUS & Canada,Charadriiformes,Laridae,10/16/2023-10/18/2023,yes,yes,NA
Thalasseus maximus,Royal Tern,Royal Tern,Thalasseus maximus,NA,CHARADRIIFORMES,Laridae,CA; CAM; CAR; EUR; hol; NAM; nan; nea; pal; SAM; TT; US48; XX,yes,650,Royal Tern,Charadriiformes,Laridae,Thalasseus maximus,yes,Royal Tern,Thalasseus maximus,"breeds from southwestern USA (southern California) to northwestern Mexico (south to Sinaloa), and eastern USA through the West Indies to the Guianas and possibly Brazil, wintering southward to Peru, Uruguay, and Argentina; also a disjunct breeding population in northern Argentina and southern Brazil","Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Thalasseus maximus,Royal Tern,CONUS & Canada,Charadriiformes,Laridae,1/26/2023-1/27/2023,yes,yes,NA
Thalasseus sandvicensis,Sandwich Tern,Sandwich Tern,Thalasseus sandvicensis,NA,CHARADRIIFORMES,Laridae,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; pal; SAM; TT; US48; USak; UShi; XX,yes,670,Sandwich Tern,Charadriiformes,Laridae,Thalasseus sandvicensis,yes,Sandwich Tern,Thalasseus sandvicensis,NA,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,Thalasseus sandvicensis,Sandwich Tern,CONUS & Canada,Charadriiformes,Laridae,10/13/2023-10/16/2023,yes,yes,NA
Thryomanes bewickii,Bewick's Wren,Bewick's Wren,Thryomanes bewickii,NA,PASSERIFORMES,Troglodytidae,CA; CAM; hol; NAM; nea; US48,yes,7190,Bewick's Wren,Passeriformes,Troglodytidae,Thryomanes bewickii,yes,Bewick's Wren,Thryomanes bewickii,NA,Troglodytidae (Wrens),Passeriformes,yes,Thryomanes bewickii,Bewick's Wren,CONUS & Canada,Passeriformes,Troglodytidae,2/22/2023,yes,yes,NA
Thryophilus sinaloa,Sinaloa Wren,Sinaloa Wren,Thryophilus sinaloa,Rare/Accidental,PASSERIFORMES,Troglodytidae,CAM; hol; NAM; nea; US48,yes,16600,Sinaloa Wren,Passeriformes,Troglodytidae,Thryophilus sinaloa,yes,Sinaloa Wren,Thryophilus sinaloa,NA,Troglodytidae (Wrens),Passeriformes,yes,Thryophilus sinaloa,Sinaloa Wren,CONUS & Canada,Passeriformes,Troglodytidae,10/26/23,yes,yes,NA
Thryothorus ludovicianus,Carolina Wren,Carolina Wren,Thryothorus ludovicianus,NA,PASSERIFORMES,Troglodytidae,CA; CAM; hol; NAM; nea; US48,yes,7180,Carolina Wren,Passeriformes,Troglodytidae,Thryothorus ludovicianus,yes,Carolina Wren,Thryothorus ludovicianus,NA,Troglodytidae (Wrens),Passeriformes,yes,Thryothorus ludovicianus,Carolina Wren,CONUS & Canada,Passeriformes,Troglodytidae,2/21/2023,yes,yes,NA
Toxostoma bendirei,Bendire's Thrasher,Bendire's Thrasher,Toxostoma bendirei,Vulnerable,PASSERIFORMES,Mimidae,CA; CAM; hol; NAM; nea; US48,yes,7080,Bendire's Thrasher,Passeriformes,Mimidae,Toxostoma bendirei,yes,Bendire's Thrasher,Toxostoma bendirei,NA,Mimidae (Mockingbirds and Thrashers),Passeriformes,yes,Toxostoma bendirei,Bendire's Thrasher,CONUS & Canada,Passeriformes,Mimidae,8/29/2022,yes,yes,NA
Toxostoma crissale,Crissal Thrasher,Crissal Thrasher,Toxostoma crissale,NA,PASSERIFORMES,Mimidae,CAM; hol; NAM; nea; SAM; US48,yes,7120,Crissal Thrasher,Passeriformes,Mimidae,Toxostoma crissale,yes,Crissal Thrasher,Toxostoma crissale,NA,Mimidae (Mockingbirds and Thrashers),Passeriformes,yes,Toxostoma crissale,Crissal Thrasher,CONUS & Canada,Passeriformes,Mimidae,2/28/2023-3/3/2023,yes,yes,NA
Toxostoma curvirostre,Curve-billed Thrasher,Curve-billed Thrasher,Toxostoma curvirostre,NA,PASSERIFORMES,Mimidae,CA; CAM; hol; NAM; nea; US48,yes,7070,Curve-billed Thrasher,Passeriformes,Mimidae,Toxostoma curvirostre,yes,Curve-billed Thrasher,Toxostoma curvirostre,NA,Mimidae (Mockingbirds and Thrashers),Passeriformes,yes,Toxostoma curvirostre,Curve-billed Thrasher,CONUS & Canada,Passeriformes,Mimidae,8/29/2022,yes,yes,NA
