scientific_name,common_name,common_name_avibase8.17,scientific_name_avibase8.17,status_avibase8.17,order_avibase8.17,family_avibase8.17,region_avibase8.17,in_avibase8.17,AOU_bbs2024,common_name_bbs2024,order_bbs2024,family_bbs2024,scientific_name_bbs2024,in_bbs2024,common_name_clements2024,scientific_name_clements2024,region_clements2024,family_clements2024,order_clements2024,in_clements2024,scientific_name_orig,common_name_orig,region_origlist,order_origlist,family_origlist,origlist_dataentry_origlist,in_origlist
Passerina versicolor,Varied Bunting,Varied Bunting,Passerina versicolor,NA,PASSERIFORMES,Cardinalidae,CA; CAM; hol; NAM; nea; US48,yes,6000,Varied Bunting,Passeriformes,Cardinalidae,Passerina versicolor,yes,Varied Bunting,Passerina versicolor,NA,Cardinalidae (Cardinals and Allies),Passeriformes,yes,Passerina versicolor,Varied Bunting,CONUS & Canada,Passeriformes,Cardinalidae,01/16/2023,yes
Patagioenas fasciata,Band-tailed Pigeon,Band-tailed Pigeon,Patagioenas fasciata,Rare/Accidental,COLUMBIFORMES,Columbidae,CA; CAM; hol; NAM; nea; SAM; TT; US48; USak,yes,3120,Band-tailed Pigeon,Columbiformes,Columbidae,Patagioenas fasciata,yes,Band-tailed Pigeon,Patagioenas fasciata,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Patagioenas fasciata,Band-tailed Pigeon,CONUS & Canada,Columbiformes,Columbidae,12/12/2022,yes
Patagioenas flavirostris,Red-billed Pigeon,Red-billed Pigeon,Patagioenas flavirostris,NA,COLUMBIFORMES,Columbidae,CAM; hol; NAM; nea; US48,yes,3130,Red-billed Pigeon,Columbiformes,Columbidae,Patagioenas flavirostris,yes,Red-billed Pigeon,Patagioenas flavirostris,NA,Columbidae (Pigeons and Doves),Columbiformes,yes,Patagioenas flavirostris,Red-billed Pigeon,CONUS & Canada,Columbiformes,Columbidae,2/13/2023,yes
Patagioenas leucocephala,White-crowned Pigeon,White-crowned Pigeon,Patagioenas leucocephala,Near-threatened,COLUMBIFORMES,Columbidae,CA; CAM; CAR; hol; NAM; nan; nea; OCE; PAC; SAM; US48,yes,3140,White-crowned Pigeon,Columbiformes,Columbidae,Patagioenas leucocephala,yes,White-crowned Pigeon,Patagioenas leucocephala,southern Florida and offshore islands from West Indies to northwestern Panama,Columbidae (Pigeons and Doves),Columbiformes,yes,Patagioenas leucocephala,White-crowned Pigeon,CONUS & Canada,Columbiformes,Columbidae,11/14/2023-11/15/2023,yes
Patagioenas squamosa,Scaly-naped Pigeon,Scaly-naped Pigeon,Patagioenas squamosa,Rare/Accidental,COLUMBIFORMES,Columbidae,CAR; hol; NAM; nan; nea; OCE; PAC; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Scaly-naped Pigeon,Patagioenas squamosa,"Greater Antilles, Lesser Antilles, and Aruba, Curaçao, and Bonaire",Columbidae (Pigeons and Doves),Columbiformes,yes,Patagioenas squamosa,Scaly-naped Pigeon,Caribbean,Columbiformes,Columbidae,4/19/2024,yes
Pavo cristatus,Indian Peafowl,Indian Peafowl,Pavo cristatus,Introduced species,GALLIFORMES,Phasianidae,AFR; ASI; AUS; CAR; hol; NAM; nea; OCE; PAC; pal; US48; UShi,yes,3095,Indian Peafowl,Galliformes,Phasianidae,Pavo cristatus,yes,Indian Peafowl,Pavo cristatus,"forest and scrub of eastern Pakistan, India, and Sri Lanka","Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,Pavo cristatus,Indian Peafowl,CONUS & Canada,Galliformes,Phasianidae,11/9/2023,yes
Pelecanus erythrorhynchos,American White Pelican,American White Pelican,Pelecanus erythrorhynchos,NA,PELECANIFORMES,Pelecanidae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; US48; USak; XX,yes,1250,American White Pelican,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,yes,American White Pelican,Pelecanus erythrorhynchos,breeds inland south-central British Columbia and northeastern Alberta to west-central Ontario (southwestern and south-central Canada) southward to central California and Texas (southwestern to south-central USA); non-breeders range inland southern USA to northwestern Central America,Pelecanidae (Pelicans),Pelecaniformes,yes,Pelecanus erythrorhynchos,American White Pelican,CONUS & Canada,Pelecaniformes,Pelecanidae,1/31/2023,yes
Pelecanus occidentalis,Brown Pelican,Brown Pelican,Pelecanus occidentalis,NA,PELECANIFORMES,Pelecanidae,CA; CAM; CAR; hol; NAM; nan; nea; OCE; PAC; SAM; TT; US48; USak; XX,yes,1260,Brown Pelican,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,yes,Brown Pelican,Pelecanus occidentalis,NA,Pelecanidae (Pelicans),Pelecaniformes,yes,Pelecanus occidentalis,Brown Pelican,CONUS & Canada,Pelecaniformes,Pelecanidae,1/31/2023-2/2/2023,yes
Pelecanus rufescens,Pink-backed Pelican,Pink-backed Pelican,Pelecanus rufescens,Uncertain origin,PELECANIFORMES,Pelecanidae,AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48,yes,NA,NA,NA,NA,NA,no,Pink-backed Pelican,Pelecanus rufescens,locally in sub-Saharan Africa and Madagascar,Pelecanidae (Pelicans),Pelecaniformes,yes,NA,NA,NA,NA,NA,NA,no
Perdix perdix,Gray Partridge,Gray Partridge,Perdix perdix,Introduced species,GALLIFORMES,Phasianidae,AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; US48,yes,2881,Gray Partridge,Galliformes,Phasianidae,Perdix perdix,yes,Gray Partridge,Perdix perdix,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,Perdix perdix,Gray Partridge,CONUS & Canada,Galliformes,Phasianidae,12/6/2022,yes
Periporphyrus celaeno,Crimson-collared Grosbeak,Crimson-collared Grosbeak,Periporphyrus celaeno,Rare/Accidental,PASSERIFORMES,Cardinalidae,CAM; hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Crimson-collared Grosbeak,Periporphyrus celaeno,eastern Mexico (Nuevo León to northern Veracruz and northeastern Puebla),Cardinalidae (Cardinals and Allies),Passeriformes,yes,Periporphyrus celaeno,Crimson-collared Grosbeak,Mexico,Passeriformes,Cardinalidae,09/16/24,yes
Perisoreus canadensis,Canada Jay,Canada Jay,Perisoreus canadensis,NA,PASSERIFORMES,Corvidae,CA; hol; NAM; nea; US48; USak,yes,4840,Canada Jay,Passeriformes,Corvidae,Perisoreus canadensis,yes,Canada Jay,Perisoreus canadensis,NA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Perisoreus canadensis,Canada Jay,CONUS & Canada,Passeriformes,Corvidae,10/21/2022-11/1/2022,yes
Pernis ptilorhynchus,Oriental Honey-buzzard,Oriental Honey-buzzard,Pernis ptilorhynchus,Rare/Accidental,ACCIPITRIFORMES,Accipitridae,AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; USak,yes,NA,NA,NA,NA,NA,no,Oriental Honey-buzzard,Pernis ptilorhynchus,NA,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,yes,NA,NA,NA,NA,NA,NA,no
Petrochelidon fulva,Cave Swallow,Cave Swallow,Petrochelidon fulva,NA,PASSERIFORMES,Hirundinidae,CA; CAM; CAR; hol; NAM; nan; nea; SAM; US48,yes,6121,Cave Swallow,Passeriformes,Hirundinidae,Petrochelidon fulva,yes,Cave Swallow,Petrochelidon fulva,NA,Hirundinidae (Swallows),Passeriformes,yes,Petrochelidon fulva,Cave Swallow,CONUS & Canada,Passeriformes,Hirundinidae,2/21/2023,yes
Petrochelidon pyrrhonota,Cliff Swallow,Cliff Swallow,Petrochelidon pyrrhonota,NA,PASSERIFORMES,Hirundinidae,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,6120,Cliff Swallow,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,yes,Cliff Swallow,Petrochelidon pyrrhonota,NA,Hirundinidae (Swallows),Passeriformes,yes,Petrochelidon pyrrhonota,Cliff Swallow,CONUS & Canada,Passeriformes,Hirundinidae,8/1/2022,yes
Petrochelidon pyrrhonota/fulva,Cliff/Cave Swallow; unid. Cave Swallow/Cliff Swallow,NA,NA,NA,NA,NA,NA,no,6122,unid. Cave Swallow / Cliff Swallow,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota / fulva,yes,Cliff/Cave Swallow,Petrochelidon pyrrhonota/fulva,NA,Hirundinidae (Swallows),Passeriformes,yes,Petrochelidon pyrrhonota / fulva,unid. Cave Swallow / Cliff Swallow,CONUS & Canada,Passeriformes,Hirundinidae,N/A; unidentified species,yes
Peucaea aestivalis,Bachman's Sparrow,Bachman's Sparrow,Peucaea aestivalis,Endemic Near-threatened,PASSERIFORMES,Passerellidae,CA; hol; NAM; nea; US48,yes,5750,Bachman's Sparrow,Passeriformes,Passerellidae,Peucaea aestivalis,yes,Bachman's Sparrow,Peucaea aestivalis,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Peucaea aestivalis,Bachman's Sparrow,CONUS & Canada,Passeriformes,Passerellidae,9/15/2023-9/18/2023,yes
Peucaea botterii,Botteri's Sparrow,Botteri's Sparrow,Peucaea botterii,NA,PASSERIFORMES,Passerellidae,CAM; hol; NAM; nea; US48,yes,5760,Botteri's Sparrow,Passeriformes,Passerellidae,Peucaea botterii,yes,Botteri's Sparrow,Peucaea botterii,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Peucaea botterii,Botteri's Sparrow,CONUS & Canada,Passeriformes,Passerellidae,3/6/2023,yes
Peucaea carpalis,Rufous-winged Sparrow,Rufous-winged Sparrow,Peucaea carpalis,NA,PASSERIFORMES,Passerellidae,CAM; hol; NAM; nea; US48,yes,5790,Rufous-winged Sparrow,Passeriformes,Passerellidae,Peucaea carpalis,yes,Rufous-winged Sparrow,Peucaea carpalis,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Peucaea carpalis,Rufous-winged Sparrow,CONUS & Canada,Passeriformes,Passerellidae,10/26/23,yes
Peucaea cassinii,Cassin's Sparrow,Cassin's Sparrow,Peucaea cassinii,NA,PASSERIFORMES,Passerellidae,CA; CAM; hol; NAM; nea; US48,yes,5780,Cassin's Sparrow,Passeriformes,Passerellidae,Peucaea cassinii,yes,Cassin's Sparrow,Peucaea cassinii,arid southwestern USA and adjacent northern Mexico; winters to central Mexico,Passerellidae (New World Sparrows),Passeriformes,yes,Peucaea cassinii,Cassin's Sparrow,CONUS & Canada,Passeriformes,Passerellidae,11/8/2022-11/9/2022,yes
Peucedramus taeniatus,Olive Warbler,Olive Warbler,Peucedramus taeniatus,NA,PASSERIFORMES,Peucedramidae,CAM; hol; NAM; nea; US48,yes,6510,Olive Warbler,Passeriformes,Peucedramidae,Peucedramus taeniatus,yes,Olive Warbler,Peucedramus taeniatus,NA,Peucedramidae (Olive Warbler),Passeriformes,yes,Peucedramus taeniatus,Olive Warbler,CONUS & Canada,Passeriformes,Peucedramidae,3/1/2023-3/2/2023,yes
Phaethon aethereus,Red-billed Tropicbird,Red-billed Tropicbird,Phaethon aethereus,NA,PHAETHONTIFORMES,Phaethontidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; oat; OCE; PAC; pal; SAM; TT; US48; UShi; XX,yes,1130,Red-billed Tropicbird,Phaethontiformes,Phaethontidae,Phaethon aethereus,yes,Red-billed Tropicbird,Phaethon aethereus,NA,Phaethontidae (Tropicbirds),Phaethontiformes,yes,Phaethon aethereus,Red-billed Tropicbird,CONUS & Canada,Phaethontiformes,Phaethontidae,10/4/2023,yes
Phaethon rubricauda,Red-tailed Tropicbird,Red-tailed Tropicbird,Phaethon rubricauda,Rare/Accidental,PHAETHONTIFORMES,Phaethontidae,AFR; ASI; AUS; CA; CAM; hol; NAM; nea; OCE; PAC; pal; SAM; US48; UShi; XX,yes,NA,NA,NA,NA,NA,no,Red-tailed Tropicbird,Phaethon rubricauda,NA,Phaethontidae (Tropicbirds),Phaethontiformes,yes,NA,NA,NA,NA,NA,NA,no
Phaetusa simplex,Large-billed Tern,Large-billed Tern,Phaetusa simplex,Rare/Accidental,CHARADRIIFORMES,Laridae,CAM; CAR; hol; NAM; nan; nea; SAM; TT; US48,yes,NA,NA,NA,NA,NA,no,Large-billed Tern,Phaetusa simplex,NA,"Laridae (Gulls, Terns, and Skimmers)",Charadriiformes,yes,NA,NA,NA,NA,NA,NA,no
Phainopepla nitens,Phainopepla,Phainopepla,Phainopepla nitens,NA,PASSERIFORMES,Ptiliogonatidae,CA; CAM; hol; NAM; nea; US48,yes,6200,Phainopepla,Passeriformes,Ptiliogonatidae,Phainopepla nitens,yes,Phainopepla,Phainopepla nitens,NA,Ptiliogonatidae (Silky-flycatchers),Passeriformes,yes,Phainopepla nitens,Phainopepla,CONUS & Canada,Passeriformes,Ptiliogonatidae,2/28/2023-3/1/2023,yes
Phalacrocorax carbo,Great Cormorant,Great Cormorant,Phalacrocorax carbo,NA,SULIFORMES,Phalacrocoracidae,AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; US48; XX,yes,1190,Great Cormorant,Suliformes,Phalacrocoracidae,Phalacrocorax carbo,yes,Great Cormorant,Phalacrocorax carbo,NA,Phalacrocoracidae (Cormorants and Shags),Suliformes,yes,Phalacrocorax carbo,Great Cormorant,CONUS & Canada,Suliformes,Phalacrocoracidae,10/30/2023,yes
Phalaenoptilus nuttallii,Common Poorwill,Common Poorwill,Phalaenoptilus nuttallii,NA,CAPRIMULGIFORMES,Caprimulgidae,CA; CAM; hol; NAM; nea; US48,yes,4180,Common Poorwill,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,yes,Common Poorwill,Phalaenoptilus nuttallii,NA,Caprimulgidae (Nightjars and Allies),Caprimulgiformes,yes,Phalaenoptilus nuttallii,Common Poorwill,CONUS & Canada,Caprimulgiformes,Caprimulgidae,12/14/2022,yes
Phalaropus fulicarius,Red Phalarope,Red Phalarope,Phalaropus fulicarius,NA,CHARADRIIFORMES,Scolopacidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX,yes,2220,Red Phalarope,Charadriiformes,Scolopacidae,Phalaropus fulicarius,yes,Red Phalarope,Phalaropus fulicarius,Holarctic circumpolar; winters at sea in southern hemisphere,Scolopacidae (Sandpipers and Allies),Charadriiformes,yes,Phalaropus fulicarius,Red Phalarope,CONUS & Canada,Charadriiformes,Scolopacidae,1/20/2023,yes
Phalaropus lobatus,Red-necked Phalarope,Red-necked Phalarope,Phalaropus lobatus,NA,CHARADRIIFORMES,Scolopacidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX,yes,2230,Red-necked Phalarope,Charadriiformes,Scolopacidae,Phalaropus lobatus,yes,Red-necked Phalarope,Phalaropus lobatus,Holarctic circumpolar; winters at sea in southern hemisphere,Scolopacidae (Sandpipers and Allies),Charadriiformes,yes,Phalaropus lobatus,Red-necked Phalarope,CONUS & Canada,Charadriiformes,Scolopacidae,1/9/2023,yes
Phalaropus tricolor,Wilson's Phalarope,Wilson's Phalarope,Phalaropus tricolor,NA,CHARADRIIFORMES,Scolopacidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nan; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,2240,Wilson's Phalarope,Charadriiformes,Scolopacidae,Phalaropus tricolor,yes,Wilson's Phalarope,Phalaropus tricolor,breeds Canada and USA; winters in western and southern South America,Scolopacidae (Sandpipers and Allies),Charadriiformes,yes,Phalaropus tricolor,Wilson's Phalarope,CONUS & Canada,Charadriiformes,Scolopacidae,1/9/2023,yes
Phasianus colchicus,Ring-necked Pheasant,Ring-necked Pheasant,Phasianus colchicus,Introduced species,GALLIFORMES,Phasianidae,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48; UShi,yes,3091,Ring-necked Pheasant,Galliformes,Phasianidae,Phasianus colchicus,yes,Ring-necked Pheasant,Phasianus colchicus,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,Phasianus colchicus,Ring-necked Pheasant,CONUS & Canada,Galliformes,Phasianidae,12/6/2022,yes
Phasianus versicolor,Green Pheasant,Green Pheasant,Phasianus versicolor,Extirpated,GALLIFORMES,Phasianidae,ASI; hol; NAM; nea; OCE; PAC; US48; UShi,yes,NA,NA,NA,NA,NA,no,Green Pheasant,Phasianus versicolor,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,NA,NA,NA,NA,NA,NA,no
Pheucticus chrysopeplus,Yellow Grosbeak,Yellow Grosbeak,Pheucticus chrysopeplus,Rare/Accidental,PASSERIFORMES,Cardinalidae,CAM; hol; NAM; nea; SAM; US48,yes,NA,NA,NA,NA,NA,no,Yellow Grosbeak,Pheucticus chrysopeplus,NA,Cardinalidae (Cardinals and Allies),Passeriformes,yes,Pheucticus chrysopeplus,Yellow Grosbeak,Mexico,Passeriformes,Cardinalidae,09/16/24,yes
Pheucticus ludovicianus,Rose-breasted Grosbeak,Rose-breasted Grosbeak,Pheucticus ludovicianus,NA,PASSERIFORMES,Cardinalidae,CA; CAM; CAR; EUR; hol; NAM; nan; nea; pal; SAM; TT; US48; USak,yes,5950,Rose-breasted Grosbeak,Passeriformes,Cardinalidae,Pheucticus ludovicianus,yes,Rose-breasted Grosbeak,Pheucticus ludovicianus,eastern Canada and USA; winters from Mexico to Peru and western Cuba,Cardinalidae (Cardinals and Allies),Passeriformes,yes,Pheucticus ludovicianus,Rose-breasted Grosbeak,CONUS & Canada,Passeriformes,Cardinalidae,3/24/2023,yes
Pheucticus melanocephalus,Black-headed Grosbeak,Black-headed Grosbeak,Pheucticus melanocephalus,NA,PASSERIFORMES,Cardinalidae,CA; CAM; hol; NAM; nan; nea; SAM; US48; USak,yes,5960,Black-headed Grosbeak,Passeriformes,Cardinalidae,Pheucticus melanocephalus,yes,Black-headed Grosbeak,Pheucticus melanocephalus,NA,Cardinalidae (Cardinals and Allies),Passeriformes,yes,Pheucticus melanocephalus,Black-headed Grosbeak,CONUS & Canada,Passeriformes,Cardinalidae,3/24/2023,yes
Phoebastria albatrus,Short-tailed Albatross,Short-tailed Albatross,Phoebastria albatrus,Rare/Accidental Vulnerable,PROCELLARIIFORMES,Diomedeidae,ASI; CA; CAM; hol; NAM; nea; OCE; opa; PAC; pal; US48; USak; UShi; XX,yes,NA,NA,NA,NA,NA,no,Short-tailed Albatross,Phoebastria albatrus,breeds Torishima (Izu Islands) and Senkaku Islands; ranges at sea through North Pacific,Diomedeidae (Albatrosses),Procellariiformes,yes,NA,NA,NA,NA,NA,NA,no
Phoebastria immutabilis,Laysan Albatross,Laysan Albatross,Phoebastria immutabilis,Near-threatened,PROCELLARIIFORMES,Diomedeidae,AFR; ASI; AUS; CA; CAM; hol; NAM; nea; OCE; opa; PAC; pal; US48; USak; UShi; XX,yes,NA,NA,NA,NA,NA,no,Laysan Albatross,Phoebastria immutabilis,breeds western Hawaiian and Revillagigedo islands; ranges North Pacific,Diomedeidae (Albatrosses),Procellariiformes,yes,NA,NA,NA,NA,NA,NA,no
Phoebastria nigripes,Black-footed Albatross,Black-footed Albatross,Phoebastria nigripes,Near-threatened,PROCELLARIIFORMES,Diomedeidae,ASI; AUS; CA; CAM; hol; NAM; nea; OCE; opa; PAC; pal; SAM; US48; USak; UShi; XX,yes,NA,NA,NA,NA,NA,no,Black-footed Albatross,Phoebastria nigripes,"western Hawaiian Islands, and Izu, Bonin, and southern Ryukyu islands (southern Japan)",Diomedeidae (Albatrosses),Procellariiformes,yes,NA,NA,NA,NA,NA,NA,no
Phoebetria palpebrata,Light-mantled Albatross,Light-mantled Albatross,Phoebetria palpebrata,Near-threatened,PROCELLARIIFORMES,Diomedeidae,AFR; ASI; AUS; hol; NAM; nea; OCE; PAC; SAM; US48; XX,yes,NA,NA,NA,NA,NA,no,Light-mantled Albatross,Phoebetria palpebrata,circumpolar subantarctic islands; ranges north to 35°S,Diomedeidae (Albatrosses),Procellariiformes,yes,NA,NA,NA,NA,NA,NA,no
Phoenicurus phoenicurus,Common Redstart,Common Redstart,Phoenicurus phoenicurus,Rare/Accidental,PASSERIFORMES,Muscicapidae,AFR; ASI; EUR; hol; MID; NAM; nea; pal; SAM; US48; USak; XX,yes,NA,NA,NA,NA,NA,no,Common Redstart,Phoenicurus phoenicurus,NA,Muscicapidae (Old World Flycatchers),Passeriformes,yes,Phoenicurus phoenicurus,Common Redstart,CONUS & Canada,Passeriformes,Muscicapidae,9/6/2024-9/10/2024,yes
Phylloscopus borealis,Arctic Warbler,Arctic Warbler,Phylloscopus borealis,NA,PASSERIFORMES,Phylloscopidae,ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak,yes,7470,Arctic Warbler,Passeriformes,Phylloscopidae,Phylloscopus borealis,yes,Arctic Warbler,Phylloscopus borealis,"breeds from northern Scandinavia eastward to Siberia (excluding the Kamchatka Peninsula) and western Alaska, southward to south-central Siberia, northern Mongolia, and northeastern China (northeastern Nei Mongol and Heilongjiang); winters from southeast Asia (Myanmar eastward to Vietnam), southeastern China (Fujian, northern Guangdong), and Taiwan southward to Philippines and Wallacea",Phylloscopidae (Leaf Warblers),Passeriformes,yes,Phylloscopus borealis,Arctic Warbler,CONUS & Canada,Passeriformes,Phylloscopidae,9/15/23,yes
Phylloscopus collybita,Common Chiffchaff,Common Chiffchaff,Phylloscopus collybita,Rare/Accidental,PASSERIFORMES,Phylloscopidae,AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Common Chiffchaff,Phylloscopus collybita,NA,Phylloscopidae (Leaf Warblers),Passeriformes,yes,NA,NA,NA,NA,NA,NA,no
Phylloscopus examinandus,Kamchatka Leaf Warbler,Kamchatka Leaf Warbler,Phylloscopus examinandus,Rare/Accidental,PASSERIFORMES,Phylloscopidae,ASI; AUS; CA; EUR; hol; NAM; nea; OCE; pal; USak,yes,NA,NA,NA,NA,NA,no,Kamchatka Leaf Warbler,Phylloscopus examinandus,"incompletely known; breeds southern Kamchatka, Sakhalin, Kuril Islands, and northeastern Hokkaido; winters at least to Indonesia",Phylloscopidae (Leaf Warblers),Passeriformes,yes,Phylloscopus examinandus,Kamchatka Leaf Warbler,CONUS & Canada,Passeriformes,Phylloscopidae,09/06/2024,yes
Phylloscopus fuscatus,Dusky Warbler,Dusky Warbler,Phylloscopus fuscatus,Rare/Accidental,PASSERIFORMES,Phylloscopidae,AFR; ASI; AUS; CAM; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak,yes,NA,NA,NA,NA,NA,no,Dusky Warbler,Phylloscopus fuscatus,NA,Phylloscopidae (Leaf Warblers),Passeriformes,yes,NA,NA,NA,NA,NA,NA,no
Phylloscopus inornatus,Yellow-browed Warbler,Yellow-browed Warbler,Phylloscopus inornatus,Rare/Accidental,PASSERIFORMES,Phylloscopidae,AFR; ASI; AUS; CA; CAM; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak,yes,NA,NA,NA,NA,NA,no,Yellow-browed Warbler,Phylloscopus inornatus,"breeds Ural Mountains eastward to Sea of Okhotsk, Mongolia, and Manchuria (and possibly northern Korea); winters from Nepal and Bangladesh eastward to southern China, Hainan, Andaman Islands, Thailand, Malay Peninsula, and southeastern Asia",Phylloscopidae (Leaf Warblers),Passeriformes,yes,NA,NA,NA,NA,NA,NA,no
Phylloscopus proregulus,Pallas's Leaf Warbler,Pallas's Leaf Warbler,Phylloscopus proregulus,Rare/Accidental,PASSERIFORMES,Phylloscopidae,AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak,yes,NA,NA,NA,NA,NA,no,Pallas's Leaf Warbler,Phylloscopus proregulus,coniferous forest and taiga of eastern Asia; winters to Indochina,Phylloscopidae (Leaf Warblers),Passeriformes,yes,Phylloscopus proregulus,Pallas's Leaf Warbler,CONUS & Canada,Passeriformes,Phylloscopidae,8/28/2024,yes
Phylloscopus sibilatrix,Wood Warbler,Wood Warbler,Phylloscopus sibilatrix,Rare/Accidental,PASSERIFORMES,Phylloscopidae,AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48; USak,yes,NA,NA,NA,NA,NA,no,Wood Warbler,Phylloscopus sibilatrix,breeds Europe and Russia; winters in tropical Africa,Phylloscopidae (Leaf Warblers),Passeriformes,yes,NA,NA,NA,NA,NA,NA,no
Phylloscopus trochilus,Willow Warbler,Willow Warbler,Phylloscopus trochilus,Rare/Accidental,PASSERIFORMES,Phylloscopidae,AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak,yes,NA,NA,NA,NA,NA,no,Willow Warbler,Phylloscopus trochilus,NA,Phylloscopidae (Leaf Warblers),Passeriformes,yes,NA,NA,NA,NA,NA,NA,no
Pica hudsonia,Black-billed Magpie,Black-billed Magpie,Pica hudsonia,NA,PASSERIFORMES,Corvidae,CA; CAR; hol; NAM; nea; US48; USak,yes,4750,Black-billed Magpie,Passeriformes,Corvidae,Pica hudsonia,yes,Black-billed Magpie,Pica hudsonia,Alaska and Yukon to western Canada and western USA,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,yes,Pica hudsonia,Black-billed Magpie,CONUS & Canada,Passeriformes,Corvidae,2/20/2023,yes
